tables,1500665113.0324504,1500665215.402157
query,1500665215.4029732,1500665215.4053369,1500665215.4049082
query,1500665215.4073944,1500665215.4104297,1500665215.4102974
query,1500665215.4110155,1500665215.4137096,1500665215.4134374
query,1500665215.415501,1500665215.4183226,1500665215.4180586
query,1500665215.4199238,1500665215.4217749,1500665215.4211767
query,1500665215.4252613,1500665215.428709,1500665215.42861
query,1500665215.4292223,1500665215.4323955,1500665215.4320197
query,1500665215.4329855,1500665215.4369874,1500665215.436577
query,1500665215.4379938,1500665215.440364,1500665215.4395318
query,1500665215.4432225,1500665215.446303,1500665215.4454956
query,1500665215.4499636,1500665215.4554386,1500665215.4550238
query,1500665215.455973,1500665215.4614103,1500665215.4602523
query,1500665215.4619248,1500665215.4650412,1500665215.4648027
query,1500665215.4655519,1500665215.4693022,1500665215.4689956
query,1500665215.4698088,1500665215.473589,1500665215.4733627
query,1500665215.475872,1500665215.4790938,1500665215.4787567
query,1500665215.4811532,1500665215.4860845,1500665215.4859655
query,1500665215.4866045,1500665215.4906597,1500665215.4905825
query,1500665215.4911726,1500665215.4948392,1500665215.4944057
query,1500665215.4962049,1500665215.4993327,1500665215.4982162
query,1500665215.5006683,1500665215.505442,1500665215.5047934
query,1500665215.5059347,1500665215.511587,1500665215.5115798
query,1500665215.5120974,1500665215.5157902,1500665215.515689
query,1500665215.5164647,1500665215.5201476,1500665215.519273
query,1500665215.520658,1500665215.5233035,1500665215.522756
query,1500665215.5259051,1500665215.5298555,1500665215.5295556
query,1500665215.5309033,1500665215.535333,1500665215.5339186
query,1500665215.5358992,1500665215.5394728,1500665215.53811
query,1500665215.5414443,1500665215.545335,1500665215.545046
query,1500665215.546935,1500665215.5508003,1500665215.5503125
query,1500665215.5513725,1500665215.5555398,1500665215.5551975
query,1500665215.5561037,1500665215.558965,1500665215.558379
query,1500665215.5611923,1500665215.5652773,1500665215.5648935
query,1500665215.5658202,1500665215.5684085,1500665215.5681036
query,1500665215.5717824,1500665215.575959,1500665215.575561
query,1500665215.5780518,1500665215.5813992,1500665215.5810149
query,1500665215.5848775,1500665215.5887508,1500665215.5884807
query,1500665215.5897515,1500665215.593852,1500665215.5934875
query,1500665215.5943894,1500665215.5982378,1500665215.598039
query,1500665215.5987723,1500665215.602642,1500665215.6023169
query,1500665215.6031878,1500665215.6064055,1500665215.60613
query,1500665215.608707,1500665215.6132002,1500665215.6128993
query,1500665215.613723,1500665215.6163642,1500665215.6157734
query,1500665215.6183393,1500665215.6222794,1500665215.6219018
query,1500665215.6245174,1500665215.6283262,1500665215.6280916
query,1500665215.6291454,1500665215.6321907,1500665215.6313283
query,1500665215.634449,1500665215.639941,1500665215.639427
query,1500665215.6404438,1500665215.6445603,1500665215.6445532
query,1500665215.6450746,1500665215.647354,1500665215.6471467
query,1500665215.6497529,1500665215.6527932,1500665215.652578
query,1500665215.6533012,1500665215.6571064,1500665215.6568873
query,1500665215.6585824,1500665215.6625826,1500665215.6620665
query,1500665215.6634066,1500665215.6671302,1500665215.6668637
query,1500665215.6686988,1500665215.670393,1500665215.6700575
query,1500665215.6723542,1500665215.6773603,1500665215.6750104
query,1500665215.6782815,1500665215.6833336,1500665215.68301
query,1500665215.683838,1500665215.6883352,1500665215.687889
query,1500665215.6892908,1500665215.6922572,1500665215.692083
query,1500665215.6931179,1500665215.6963859,1500665215.695944
query,1500665215.6969144,1500665215.7005475,1500665215.7003996
query,1500665215.7024615,1500665215.7069523,1500665215.706872
query,1500665215.707956,1500665215.7134776,1500665215.7131963
query,1500665215.7140162,1500665215.7188425,1500665215.7184074
query,1500665215.7194042,1500665215.7234204,1500665215.722977
query,1500665215.725546,1500665215.7293499,1500665215.7292163
query,1500665215.730427,1500665215.7349722,1500665215.734783
query,1500665215.7372735,1500665215.7418067,1500665215.7416563
query,1500665215.7423236,1500665215.7466745,1500665215.7466052
query,1500665215.7472038,1500665215.7517257,1500665215.7514217
query,1500665215.7522469,1500665215.756066,1500665215.7556655
query,1500665215.757404,1500665215.7624354,1500665215.7623556
query,1500665215.7629547,1500665215.7648916,1500665215.7643878
query,1500665215.7685132,1500665215.7721825,1500665215.7718148
query,1500665215.7728817,1500665215.776639,1500665215.7762606
query,1500665215.7771268,1500665215.78207,1500665215.7818687
query,1500665215.7825503,1500665215.7888012,1500665215.7878172
query,1500665215.7892823,1500665215.790975,1500665215.7906084
query,1500665215.7938445,1500665215.7985542,1500665215.7983806
query,1500665215.7995307,1500665215.8013756,1500665215.8008223
query,1500665215.8035967,1500665215.8079393,1500665215.8075278
query,1500665215.8089623,1500665215.8123617,1500665215.8122103
query,1500665215.8128643,1500665215.8158827,1500665215.8154478
query,1500665215.8163588,1500665215.8204892,1500665215.8203447
query,1500665215.8213077,1500665215.8247974,1500665215.8245285
query,1500665215.8273928,1500665215.829634,1500665215.8293045
query,1500665215.8309612,1500665215.833627,1500665215.832947
query,1500665215.8352451,1500665215.838626,1500665215.838484
query,1500665215.8391182,1500665215.843606,1500665215.8430827
query,1500665215.844112,1500665215.8483865,1500665215.8479366
query,1500665215.8488555,1500665215.8513064,1500665215.850779
query,1500665215.8540173,1500665215.8567977,1500665215.856528
query,1500665215.8578467,1500665215.859742,1500665215.8592024
query,1500665215.8614967,1500665215.8652883,1500665215.8649158
query,1500665215.8670764,1500665215.8696237,1500665215.8691945
query,1500665215.8701246,1500665215.8724592,1500665215.872203
query,1500665215.87366,1500665215.8769386,1500665215.8763983
query,1500665215.8785276,1500665215.882224,1500665215.88195
query,1500665215.8832347,1500665215.8864248,1500665215.8860338
query,1500665215.88703,1500665215.8920372,1500665215.8912935
query,1500665215.8925538,1500665215.8978088,1500665215.8974118
