tables,1500664416.074832,1500664432.3611665
query,1500664432.3706605,1500664432.3714936,1500664432.3711283
query,1500664432.3804708,1500664432.380696,1500664432.3806195
query,1500664432.3864484,1500664432.3870401,1500664432.3867717
query,1500664432.391467,1500664432.3917441,1500664432.391736
query,1500664432.3951151,1500664432.3952434,1500664432.3952382
query,1500664432.3994825,1500664432.399844,1500664432.3997812
query,1500664432.4037962,1500664432.4041286,1500664432.4041204
query,1500664432.407751,1500664432.4080975,1500664432.4080408
query,1500664432.4121597,1500664432.4122925,1500664432.4122877
query,1500664432.4173815,1500664432.4175947,1500664432.4175508
query,1500664432.42077,1500664432.4219422,1500664432.4219365
query,1500664432.4252224,1500664432.4256089,1500664432.4254842
query,1500664432.4295475,1500664432.4316463,1500664432.4315732
query,1500664432.4348266,1500664432.435216,1500664432.4351377
query,1500664432.4389691,1500664432.4395132,1500664432.439278
query,1500664432.4441352,1500664432.4446175,1500664432.4444687
query,1500664432.4483557,1500664432.4501023,1500664432.4500108
query,1500664432.4530182,1500664432.4532974,1500664432.45329
query,1500664432.4567273,1500664432.4568532,1500664432.4568484
query,1500664432.46077,1500664432.4611633,1500664432.4610276
query,1500664432.4644263,1500664432.4647586,1500664432.4647505
query,1500664432.4685245,1500664432.4705157,1500664432.4705076
query,1500664432.4738915,1500664432.47418,1500664432.474172
query,1500664432.4783342,1500664432.478827,1500664432.4786263
query,1500664432.4819071,1500664432.4821682,1500664432.4821608
query,1500664432.4859061,1500664432.4874325,1500664432.4874268
query,1500664432.4902723,1500664432.4905286,1500664432.490521
query,1500664432.4938638,1500664432.4945288,1500664432.4941502
query,1500664432.4981136,1500664432.4982765,1500664432.49823
query,1500664432.5021703,1500664432.5025742,1500664432.5025127
query,1500664432.5068054,1500664432.5071814,1500664432.5071125
query,1500664432.5105782,1500664432.5109394,1500664432.5108397
query,1500664432.5145311,1500664432.5147657,1500664432.5146606
query,1500664432.5185323,1500664432.5188644,1500664432.5188065
query,1500664432.522361,1500664432.5229216,1500664432.522637
query,1500664432.5267339,1500664432.5281432,1500664432.5281374
query,1500664432.5310953,1500664432.5317893,1500664432.5316968
query,1500664432.5351403,1500664432.535444,1500664432.535422
query,1500664432.5395293,1500664432.5399067,1500664432.5398383
query,1500664432.5438504,1500664432.5443876,1500664432.5441384
query,1500664432.548678,1500664432.549172,1500664432.5488245
query,1500664432.5526483,1500664432.553028,1500664432.5529213
query,1500664432.5568862,1500664432.558534,1500664432.558528
query,1500664432.5611217,1500664432.5620155,1500664432.5620096
query,1500664432.5662405,1500664432.5665352,1500664432.5665271
query,1500664432.57012,1500664432.5704613,1500664432.5703976
query,1500664432.5737815,1500664432.5741136,1500664432.5740445
query,1500664432.5777962,1500664432.5781147,1500664432.5780585
query,1500664432.581838,1500664432.582216,1500664432.5820992
query,1500664432.5859654,1500664432.586143,1500664432.5861034
query,1500664432.5894916,1500664432.589744,1500664432.5897367
query,1500664432.59318,1500664432.593432,1500664432.5934243
query,1500664432.5971155,1500664432.597274,1500664432.5972357
query,1500664432.6012094,1500664432.6014817,1500664432.601474
query,1500664432.6047032,1500664432.6050496,1500664432.604954
query,1500664432.6086648,1500664432.608918,1500664432.6089108
query,1500664432.6123266,1500664432.612516,1500664432.6124403
query,1500664432.6157231,1500664432.616387,1500664432.616043
query,1500664432.6193182,1500664432.6210515,1500664432.6210454
query,1500664432.6237898,1500664432.624257,1500664432.6240628
query,1500664432.6275885,1500664432.6278524,1500664432.6278408
query,1500664432.6318011,1500664432.6320896,1500664432.6320822
query,1500664432.6379554,1500664432.638259,1500664432.638254
query,1500664432.6418326,1500664432.6419444,1500664432.6419394
query,1500664432.645777,1500664432.6476545,1500664432.6476464
query,1500664432.650804,1500664432.6509657,1500664432.6509604
query,1500664432.6554184,1500664432.6555882,1500664432.6555426
query,1500664432.659244,1500664432.6593947,1500664432.6593542
query,1500664432.6629658,1500664432.6632042,1500664432.6631045
query,1500664432.6665256,1500664432.6675022,1500664432.667496
query,1500664432.670448,1500664432.670606,1500664432.670554
query,1500664432.6741788,1500664432.674298,1500664432.6742933
query,1500664432.6783123,1500664432.679192,1500664432.6791859
query,1500664432.681637,1500664432.6818235,1500664432.6817424
query,1500664432.6846802,1500664432.6853814,1500664432.6853764
query,1500664432.688269,1500664432.6883852,1500664432.688379
query,1500664432.6909342,1500664432.691302,1500664432.6911004
query,1500664432.6947138,1500664432.6954734,1500664432.695468
query,1500664432.697808,1500664432.6988876,1500664432.6988814
query,1500664432.7016625,1500664432.7017748,1500664432.7017646
query,1500664432.7051706,1500664432.7052763,1500664432.7052717
query,1500664432.7087173,1500664432.7097766,1500664432.709771
query,1500664432.7122808,1500664432.7128465,1500664432.712688
query,1500664432.7165241,1500664432.7168262,1500664432.716632
query,1500664432.7202437,1500664432.7204401,1500664432.7203603
query,1500664432.7246602,1500664432.7248673,1500664432.7247858
query,1500664432.727964,1500664432.7287698,1500664432.7287638
query,1500664432.732433,1500664432.7326403,1500664432.7325737
query,1500664432.7357216,1500664432.7359855,1500664432.7358475
query,1500664432.739438,1500664432.7395427,1500664432.7395382
query,1500664432.7429354,1500664432.743094,1500664432.7430885
query,1500664432.7469862,1500664432.7471828,1500664432.7471404
query,1500664432.7504222,1500664432.7515037,1500664432.7514982
query,1500664432.7547169,1500664432.7551072,1500664432.7548525
query,1500664432.7580612,1500664432.7581973,1500664432.758192
query,1500664432.7616735,1500664432.7617793,1500664432.7617753
query,1500664432.7650423,1500664432.7652943,1500664432.765148
query,1500664432.7682843,1500664432.7684505,1500664432.7683918
query,1500664432.7734587,1500664432.773568,1500664432.7735634
query,1500664432.77773,1500664432.777877,1500664432.7778378
