tables,1500664216.3401353,1500664306.714828
query,1500664306.7170546,1500664306.728846,1500664306.7270231
query,1500664306.7325504,1500664306.7392259,1500664306.7385783
query,1500664306.74091,1500664306.7508335,1500664306.7497456
query,1500664306.7510703,1500664306.7593012,1500664306.758804
query,1500664306.7595258,1500664306.765819,1500664306.765009
query,1500664306.76604,1500664306.771499,1500664306.7705822
query,1500664306.7736096,1500664306.7835405,1500664306.7817545
query,1500664306.7850986,1500664306.7942607,1500664306.7927337
query,1500664306.7945046,1500664306.802787,1500664306.801884
query,1500664306.8030045,1500664306.8111894,1500664306.8099346
query,1500664306.8119023,1500664306.8202076,1500664306.8193386
query,1500664306.823033,1500664306.8331358,1500664306.8325512
query,1500664306.8357844,1500664306.8418045,1500664306.841099
query,1500664306.8460526,1500664306.8518686,1500664306.8507478
query,1500664306.8536203,1500664306.8624945,1500664306.8616278
query,1500664306.8644497,1500664306.8734832,1500664306.8728633
query,1500664306.8741229,1500664306.8832877,1500664306.882121
query,1500664306.8835151,1500664306.8922126,1500664306.891666
query,1500664306.892429,1500664306.9036584,1500664306.9031777
query,1500664306.9039152,1500664306.9166398,1500664306.914498
query,1500664306.9171948,1500664306.9258463,1500664306.9251785
query,1500664306.926316,1500664306.9306366,1500664306.929875
query,1500664306.9308708,1500664306.9400427,1500664306.939062
query,1500664306.9403157,1500664306.9513392,1500664306.9506311
query,1500664306.9531996,1500664306.9591088,1500664306.9587762
query,1500664306.9597406,1500664306.9711962,1500664306.9699845
query,1500664306.9714248,1500664306.9784873,1500664306.9777775
query,1500664306.9795036,1500664306.989457,1500664306.9891055
query,1500664306.9916942,1500664307.0064375,1500664307.005203
query,1500664307.006824,1500664307.0266042,1500664307.0242634
query,1500664307.0269504,1500664307.045034,1500664307.0437276
query,1500664307.04539,1500664307.0612376,1500664307.060438
query,1500664307.0614686,1500664307.072622,1500664307.0719254
query,1500664307.0728533,1500664307.0800705,1500664307.079569
query,1500664307.0802984,1500664307.0848114,1500664307.0843081
query,1500664307.0856006,1500664307.0940433,1500664307.093038
query,1500664307.0942593,1500664307.1040666,1500664307.1032705
query,1500664307.104301,1500664307.110883,1500664307.1099956
query,1500664307.1135318,1500664307.12351,1500664307.1223938
query,1500664307.1237342,1500664307.130522,1500664307.1298344
query,1500664307.130732,1500664307.1386929,1500664307.138349
query,1500664307.1390252,1500664307.1448023,1500664307.1441596
query,1500664307.1512892,1500664307.161256,1500664307.1604095
query,1500664307.1614873,1500664307.1670394,1500664307.1664965
query,1500664307.1680055,1500664307.1759925,1500664307.1751668
query,1500664307.1764667,1500664307.186393,1500664307.1858337
query,1500664307.1866145,1500664307.1945467,1500664307.1934226
query,1500664307.1947591,1500664307.199666,1500664307.199086
query,1500664307.2000556,1500664307.2058403,1500664307.204978
query,1500664307.2100272,1500664307.2150202,1500664307.2144592
query,1500664307.2192338,1500664307.2251544,1500664307.224927
query,1500664307.2253754,1500664307.2315543,1500664307.2301605
