tables,1500664434.237549,1500664881.92418
query,1500664881.9242132,1500664881.939264,1500664881.938058
query,1500664881.9393137,1500664881.9537706,1500664881.9530454
query,1500664881.9538116,1500664881.9651594,1500664881.9643176
query,1500664881.965198,1500664881.984578,1500664881.9835358
query,1500664881.9846206,1500664882.002237,1500664881.9999795
query,1500664882.0022802,1500664882.0183787,1500664882.0169027
query,1500664882.0184224,1500664882.031544,1500664882.0299735
query,1500664882.0315864,1500664882.0479755,1500664882.047279
query,1500664882.048018,1500664882.0667415,1500664882.0655248
query,1500664882.066785,1500664882.0796254,1500664882.0783033
query,1500664882.079668,1500664882.0989842,1500664882.0983336
query,1500664882.0990238,1500664882.112153,1500664882.1105862
query,1500664882.1121945,1500664882.122696,1500664882.122101
query,1500664882.1227374,1500664882.1369646,1500664882.1357012
query,1500664882.1370065,1500664882.1544797,1500664882.1529286
query,1500664882.1545212,1500664882.1729832,1500664882.1720793
query,1500664882.173025,1500664882.182296,1500664882.1814907
query,1500664882.1823382,1500664882.1961088,1500664882.1950955
query,1500664882.1961548,1500664882.2068648,1500664882.2057874
query,1500664882.2069077,1500664882.2234747,1500664882.2223604
query,1500664882.2235165,1500664882.238341,1500664882.2368007
query,1500664882.2383974,1500664882.2503366,1500664882.249407
query,1500664882.2503765,1500664882.2623425,1500664882.2608848
query,1500664882.2623866,1500664882.278068,1500664882.2769222
query,1500664882.2781107,1500664882.2901258,1500664882.289014
query,1500664882.2901678,1500664882.3059757,1500664882.3052847
query,1500664882.3060176,1500664882.3258471,1500664882.3244903
query,1500664882.3258898,1500664882.3405092,1500664882.339268
query,1500664882.3405516,1500664882.3583052,1500664882.3557463
query,1500664882.3583488,1500664882.3725457,1500664882.371099
query,1500664882.37259,1500664882.385054,1500664882.384137
query,1500664882.3850975,1500664882.4009433,1500664882.3995867
query,1500664882.400987,1500664882.4168892,1500664882.4155903
query,1500664882.4169326,1500664882.4337902,1500664882.4326587
query,1500664882.4338312,1500664882.4456367,1500664882.4447947
query,1500664882.4456773,1500664882.4609904,1500664882.4594924
query,1500664882.4610348,1500664882.4740016,1500664882.4716172
query,1500664882.4740467,1500664882.4849832,1500664882.4841053
query,1500664882.4850254,1500664882.49696,1500664882.4959345
query,1500664882.4970005,1500664882.5110757,1500664882.5093043
query,1500664882.511125,1500664882.5294003,1500664882.5278418
query,1500664882.529443,1500664882.546425,1500664882.5451186
query,1500664882.5464666,1500664882.5589395,1500664882.5572214
query,1500664882.5589817,1500664882.569309,1500664882.567725
query,1500664882.5693526,1500664882.589405,1500664882.5872803
query,1500664882.58945,1500664882.6066108,1500664882.605409
query,1500664882.6066658,1500664882.6200416,1500664882.619015
query,1500664882.6200945,1500664882.6370397,1500664882.6356466
query,1500664882.6370807,1500664882.6526463,1500664882.6513376
query,1500664882.6526873,1500664882.6661797,1500664882.6646476
query,1500664882.6662223,1500664882.6786616,1500664882.676887
query,1500664882.6787045,1500664882.6942353,1500664882.6932366
query,1500664882.6942775,1500664882.7083287,1500664882.7075121
query,1500664882.7083704,1500664882.7196102,1500664882.718747
query,1500664882.7196524,1500664882.735091,1500664882.7340608
query,1500664882.7351384,1500664882.746856,1500664882.7444987
query,1500664882.7469006,1500664882.76845,1500664882.767811
query,1500664882.7684925,1500664882.78586,1500664882.7848823
query,1500664882.7859051,1500664882.8068666,1500664882.8051414
query,1500664882.8069186,1500664882.821098,1500664882.8201823
query,1500664882.8211405,1500664882.8316135,1500664882.830114
query,1500664882.831656,1500664882.8419123,1500664882.8407686
query,1500664882.8419557,1500664882.861438,1500664882.8605883
query,1500664882.8614795,1500664882.8730865,1500664882.8722153
query,1500664882.8731277,1500664882.8921914,1500664882.889882
query,1500664882.8922424,1500664882.9060738,1500664882.905075
query,1500664882.9061158,1500664882.9222765,1500664882.9214697
query,1500664882.922319,1500664882.9360461,1500664882.9348373
query,1500664882.936098,1500664882.957365,1500664882.9567208
query,1500664882.9574106,1500664882.977964,1500664882.9770703
query,1500664882.9780092,1500664882.9871566,1500664882.984706
query,1500664882.9871979,1500664883.002403,1500664883.0009472
query,1500664883.002449,1500664883.0193725,1500664883.0185497
query,1500664883.0194314,1500664883.0301898,1500664883.0284672
query,1500664883.0302298,1500664883.0589068,1500664883.0574613
query,1500664883.0589528,1500664883.0747106,1500664883.0734317
query,1500664883.074754,1500664883.093184,1500664883.0918145
query,1500664883.0932426,1500664883.1062055,1500664883.1037483
query,1500664883.1062634,1500664883.1215694,1500664883.1201844
query,1500664883.1216147,1500664883.1388447,1500664883.1372454
query,1500664883.1388893,1500664883.1559246,1500664883.1542797
query,1500664883.1559694,1500664883.1707385,1500664883.1691127
query,1500664883.170784,1500664883.1887832,1500664883.187996
query,1500664883.1888294,1500664883.2058496,1500664883.2043185
query,1500664883.2058957,1500664883.2264276,1500664883.225469
query,1500664883.226471,1500664883.2410324,1500664883.2395213
query,1500664883.2410753,1500664883.2508001,1500664883.2493827
query,1500664883.2508445,1500664883.2677932,1500664883.26679
query,1500664883.2678375,1500664883.2915225,1500664883.2899382
query,1500664883.2915683,1500664883.303005,1500664883.301438
query,1500664883.3030658,1500664883.3206127,1500664883.3193889
query,1500664883.3206558,1500664883.3378706,1500664883.336655
query,1500664883.3379173,1500664883.352229,1500664883.351578
query,1500664883.3522716,1500664883.3669987,1500664883.3659377
query,1500664883.367041,1500664883.3834648,1500664883.3829944
query,1500664883.383507,1500664883.3989115,1500664883.3981967
query,1500664883.3989515,1500664883.4177687,1500664883.4173317
query,1500664883.4178112,1500664883.4359634,1500664883.4350889
query,1500664883.4360058,1500664883.4536054,1500664883.4525821
query,1500664883.4536479,1500664883.4673245,1500664883.4649775
