tables,1508868232.0221965,1508868656.487417
query,1508868656.5079613,1508868656.6033278,1508868656.5121293,1508868656.6022398,1508868656.5135825,6559
query,1508868656.7076259,1508868656.8359396,1508868656.7086275,1508868656.8275034,1508868656.710501,11942
query,1508868656.866219,1508868656.9684017,1508868656.867225,1508868656.967121,1508868656.8685088,13011
query,1508868656.9861891,1508868657.0517426,1508868656.987198,1508868657.0288787,1508868656.9881983,5352
query,1508868657.0629227,1508868657.1076767,1508868657.0636125,1508868657.0989113,1508868657.06464,6478
query,1508868657.122902,1508868657.1938286,1508868657.1235116,1508868657.1917088,1508868657.12451,2740
query,1508868657.199142,1508868657.2348456,1508868657.1997736,1508868657.2334206,1508868657.2019956,3540
query,1508868657.2384999,1508868657.2601376,1508868657.2388349,1508868657.243984,1508868657.2433114,4
query,1508868657.2669785,1508868657.2997959,1508868657.2672412,1508868657.2869856,1508868657.2683737,4147
query,1508868657.3149652,1508868657.3477921,1508868657.3161001,1508868657.3178525,1508868657.317207,6
query,1508868657.353465,1508868657.383854,1508868657.3546526,1508868657.3818378,1508868657.3557637,2003
query,1508868657.3894076,1508868657.4158058,1508868657.3905578,1508868657.4082313,1508868657.4076004,3060
query,1508868657.4310138,1508868657.4799533,1508868657.4470093,1508868657.463518,1508868657.448208,190
query,1508868657.4932115,1508868657.591045,1508868657.4936304,1508868657.5899522,1508868657.4946246,7906
query,1508868657.5962358,1508868657.6198893,1508868657.5976813,1508868657.6008813,1508868657.5988302,16
query,1508868657.6247149,1508868657.6712704,1508868657.6249926,1508868657.669956,1508868657.625988,5698
query,1508868657.680136,1508868657.7240992,1508868657.6808257,1508868657.722727,1508868657.681936,5329
query,1508868657.7310147,1508868657.7957344,1508868657.732042,1508868657.7862148,1508868657.7331963,12580
query,1508868657.8108678,1508868657.9069204,1508868657.8149545,1508868657.905796,1508868657.8159041,14144
query,1508868657.9189892,1508868657.938007,1508868657.9196084,1508868657.925074,1508868657.9222016,258
query,1508868657.9469812,1508868657.973946,1508868657.9630003,1508868657.9657905,1508868657.9656854,0
query,1508868657.9778323,1508868658.0104654,1508868657.9782014,1508868658.009202,1508868657.9792712,5656
query,1508868658.0150259,1508868658.0799642,1508868658.0163124,1508868658.065228,1508868658.017231,4335
query,1508868658.0950224,1508868658.1713493,1508868658.096718,1508868658.1700895,1508868658.0978432,5582
query,1508868658.1829765,1508868658.261277,1508868658.1950028,1508868658.2337465,1508868658.1960318,3806
query,1508868658.2760234,1508868658.2977653,1508868658.2777364,1508868658.2968585,1508868658.279942,2512
query,1508868658.3016891,1508868658.3180153,1508868658.3027165,1508868658.3134859,1508868658.3036926,1929
query,1508868658.3233314,1508868658.3419058,1508868658.32624,1508868658.3359835,1508868658.3295033,1739
query,1508868658.3487859,1508868658.3678613,1508868658.3508313,1508868658.3669856,1508868658.3519373,28
query,1508868658.371419,1508868658.38424,1508868658.378943,1508868658.3832953,1508868658.3799546,680
query,1508868658.3880103,1508868658.4512644,1508868658.3894317,1508868658.44987,1508868658.3904495,4970
query,1508868658.4555295,1508868658.498132,1508868658.4572322,1508868658.496876,1508868658.4583533,5132
query,1508868658.501879,1508868658.536447,1508868658.503586,1508868658.5350997,1508868658.5094283,3168
query,1508868658.5396147,1508868658.548073,1508868658.5409935,1508868658.5451849,1508868658.5445359,222
query,1508868658.5519903,1508868658.6391444,1508868658.5531523,1508868658.6376889,1508868658.5543454,11974
query,1508868658.6581047,1508868658.7518098,1508868658.6682136,1508868658.7389925,1508868658.6693974,12555
query,1508868658.7590203,1508868658.7900453,1508868658.760619,1508868658.7688735,1508868658.7687523,331
query,1508868658.795023,1508868658.8878536,1508868658.7960684,1508868658.8863351,1508868658.797535,12997
query,1508868658.8950272,1508868658.9359152,1508868658.8962884,1508868658.8986735,1508868658.8974128,32
query,1508868658.9469535,1508868658.9905214,1508868658.9550142,1508868658.989552,1508868658.9561877,2549
query,1508868659.0270882,1508868659.1304858,1508868659.0470316,1508868659.1293523,1508868659.0482047,9437
query,1508868659.1368332,1508868659.1678483,1508868659.1371238,1508868659.1432586,1508868659.138146,1109
query,1508868659.1716354,1508868659.2813032,1508868659.1790364,1508868659.2803936,1508868659.1801736,11109
query,1508868659.2884676,1508868659.3197577,1508868659.2887478,1508868659.3135273,1508868659.289841,5339
query,1508868659.334895,1508868659.357164,1508868659.335958,1508868659.337635,1508868659.3374522,1
query,1508868659.3708863,1508868659.4278061,1508868659.387051,1508868659.420095,1508868659.3882086,3683
query,1508868659.4349177,1508868659.4716172,1508868659.4352725,1508868659.4583237,1508868659.4360607,6061
query,1508868659.4869676,1508868659.5304313,1508868659.4880674,1508868659.5287013,1508868659.4894981,2386
query,1508868659.5390255,1508868659.571853,1508868659.5399437,1508868659.5675476,1508868659.540971,1683
query,1508868659.5790932,1508868659.611425,1508868659.5796828,1508868659.5815072,1508868659.5813081,0
query,1508868659.6149452,1508868659.647831,1508868659.6162941,1508868659.6194751,1508868659.6186876,34
query,1508868659.657305,1508868659.6880114,1508868659.6585019,1508868659.6688116,1508868659.667975,16
query,1508868659.6943226,1508868659.7235618,1508868659.6954958,1508868659.711639,1508868659.711408,0
query,1508868659.7551663,1508868659.8464134,1508868659.756569,1508868659.8447711,1508868659.757572,6961
query,1508868659.8590095,1508868659.8918183,1508868659.859291,1508868659.866544,1508868659.8602962,1425
query,1508868659.8989146,1508868659.9237769,1508868659.899262,1508868659.905867,1508868659.9004726,1217
query,1508868659.9268954,1508868659.9416184,1508868659.9282308,1508868659.9344504,1508868659.9292033,1221
query,1508868659.9450655,1508868659.961619,1508868659.945778,1508868659.9578633,1508868659.9467163,758
query,1508868659.9651978,1508868659.9809775,1508868659.9668326,1508868659.9685247,1508868659.9682832,0
query,1508868659.9891174,1508868660.0013306,1508868659.9907932,1508868659.996895,1508868659.9922562,351
query,1508868660.0110219,1508868660.0544646,1508868660.013203,1508868660.0524006,1508868660.0143187,7109
query,1508868660.0625012,1508868660.0992153,1508868660.0631654,1508868660.0973792,1508868660.0642755,6534
query,1508868660.1070695,1508868660.1326058,1508868660.1086395,1508868660.1273596,1508868660.1096206,762
query,1508868660.1360068,1508868660.1664267,1508868660.1370602,1508868660.1644583,1508868660.1382825,1636
query,1508868660.1749046,1508868660.2119384,1508868660.1760628,1508868660.1829681,1508868660.1828299,67
query,1508868660.2269065,1508868660.2595103,1508868660.2282982,1508868660.2309532,1508868660.230837,3
query,1508868660.2650125,1508868660.283145,1508868660.2659185,1508868660.2819993,1508868660.266924,2107
query,1508868660.3109503,1508868660.3405664,1508868660.3113003,1508868660.339809,1508868660.3123689,5895
query,1508868660.3549068,1508868660.374469,1508868660.3559775,1508868660.3726346,1508868660.371667,2469
query,1508868660.3909252,1508868660.4236329,1508868660.39123,1508868660.4007978,1508868660.392265,1076
query,1508868660.4299664,1508868660.506718,1508868660.4308877,1508868660.5057874,1508868660.433313,13050
query,1508868660.5189152,1508868660.539576,1508868660.5192778,1508868660.5233967,1508868660.5203211,6
query,1508868660.5451155,1508868660.5730984,1508868660.5464423,1508868660.5673444,1508868660.547373,3433
query,1508868660.5789955,1508868660.59686,1508868660.5905557,1508868660.59592,1508868660.5917664,914
query,1508868660.600347,1508868660.609588,1508868660.6009722,1508868660.6087487,1508868660.6019983,1636
query,1508868660.6189501,1508868660.6407647,1508868660.620181,1508868660.638431,1508868660.6215968,1309
query,1508868660.6549118,1508868660.6895342,1508868660.6558852,1508868660.6886747,1508868660.6788325,3641
query,1508868660.6966977,1508868660.7275813,1508868660.6970334,1508868660.7001345,1508868660.699542,11
query,1508868660.7332306,1508868660.7669058,1508868660.7345505,1508868660.7659583,1508868660.7357118,5463
query,1508868660.782922,1508868660.8270667,1508868660.783922,1508868660.8261414,1508868660.784964,5911
query,1508868660.8331652,1508868660.8592007,1508868660.8337867,1508868660.8514988,1508868660.835011,3076
query,1508868660.8656597,1508868660.9001098,1508868660.8664532,1508868660.8991177,1508868660.8674765,8042
query,1508868660.9149132,1508868660.9405372,1508868660.9164212,1508868660.933347,1508868660.9175992,2160
query,1508868660.946919,1508868660.979753,1508868660.9481325,1508868660.9629533,1508868660.9492025,2515
query,1508868660.994903,1508868661.0391386,1508868660.9961824,1508868661.038122,1508868660.9972575,9632
query,1508868661.0549061,1508868661.087539,1508868661.055596,1508868661.05755,1508868661.0567667,63
query,1508868661.0931284,1508868661.1251063,1508868661.093984,1508868661.0985453,1508868661.0950322,475
query,1508868661.1388993,1508868661.2080047,1508868661.1402009,1508868661.1799858,1508868661.1412573,6358
query,1508868661.2141206,1508868661.2451713,1508868661.2145262,1508868661.2295039,1508868661.21551,2646
query,1508868661.2561073,1508868661.2953267,1508868661.2575183,1508868661.2857006,1508868661.2585108,2712
query,1508868661.2989407,1508868661.3315425,1508868661.2993116,1508868661.3157969,1508868661.3151734,45
query,1508868661.3354526,1508868661.3675115,1508868661.3509686,1508868661.35382,1508868661.3520508,283
query,1508868661.3829021,1508868661.401421,1508868661.3843415,1508868661.4003384,1508868661.4002304,8
query,1508868661.4149404,1508868661.44087,1508868661.4154959,1508868661.4335895,1508868661.4164686,3377
query,1508868661.449259,1508868661.5185354,1508868661.450084,1508868661.5175436,1508868661.45107,13251
query,1508868661.5349054,1508868661.5718825,1508868661.535901,1508868661.5706785,1508868661.537063,6998
query,1508868661.5777695,1508868661.6074982,1508868661.579024,1508868661.586696,1508868661.5859141,37
query,1508868661.6133196,1508868661.6417933,1508868661.6138513,1508868661.640237,1508868661.6148055,6248
query,1508868661.654932,1508868661.6978405,1508868661.6559632,1508868661.6968298,1508868661.6583805,8949
query,1508868661.70147,1508868661.7510526,1508868661.7048945,1508868661.7501924,1508868661.7091715,6561
query,1508868661.7554069,1508868661.819384,1508868661.7558243,1508868661.8178277,1508868661.756798,6145
query,1508868661.8273952,1508868661.845588,1508868661.828954,1508868661.8439848,1508868661.843842,1
query,1508868661.859177,1508868661.9279988,1508868661.863031,1508868661.8758025,1508868661.8756843,4
query,1508868661.938016,1508868661.9601247,1508868661.9390328,1508868661.959264,1508868661.9401667,327
query,1508868661.966907,1508868661.9937568,1508868661.9673138,1508868661.983295,1508868661.9701135,2474
query,1508868661.9972723,1508868662.0183094,1508868661.9984722,1508868662.0173538,1508868662.0160573,1862
query,1508868662.021978,1508868662.0431042,1508868662.022632,1508868662.0409086,1508868662.0398793,2633
query,1508868662.0591385,1508868662.0779853,1508868662.062144,1508868662.067599,1508868662.0674715,14
query,1508868662.095141,1508868662.1254282,1508868662.099024,1508868662.1138456,1508868662.1002402,2173
query,1508868662.129424,1508868662.164169,1508868662.1304054,1508868662.1394231,1508868662.1316454,1048
query,1508868662.1791763,1508868662.2123218,1508868662.1800468,1508868662.1995897,1508868662.1812832,763
query,1508868662.2181544,1508868662.2516012,1508868662.2190995,1508868662.2506769,1508868662.2203095,3031
query,1508868662.2567363,1508868662.3640008,1508868662.2578413,1508868662.3516166,1508868662.2588663,10404
query,1508868662.3674424,1508868662.4740815,1508868662.3750653,1508868662.4729025,1508868662.3767598,10197
query,1508868662.4910145,1508868662.5238202,1508868662.4923465,1508868662.4963987,1508868662.4962535,1
query,1508868662.527429,1508868662.559789,1508868662.5290334,1508868662.5368283,1508868662.5313816,948
query,1508868662.5749452,1508868662.6076565,1508868662.575608,1508868662.5787673,1508868662.5781767,46
query,1508868662.6132236,1508868662.6437912,1508868662.617989,1508868662.6204233,1508868662.6194742,134
query,1508868662.649272,1508868662.6844268,1508868662.6503675,1508868662.6647902,1508868662.6513102,3219
query,1508868662.6989038,1508868662.731827,1508868662.699281,1508868662.7280526,1508868662.7002263,1600
query,1508868662.7371898,1508868662.7569058,1508868662.738279,1508868662.7417219,1508868662.741598,0
query,1508868662.762133,1508868662.7817407,1508868662.7626522,1508868662.771292,1508868662.763869,859
query,1508868662.7851994,1508868662.7935896,1508868662.786472,1508868662.788804,1508868662.7879086,47
query,1508868662.7969024,1508868662.824586,1508868662.7981129,1508868662.823043,1508868662.799491,4929
query,1508868662.8306408,1508868662.956014,1508868662.8314168,1508868662.9470522,1508868662.8324544,5186
query,1508868662.9709501,1508868663.040328,1508868662.972315,1508868663.0248883,1508868662.973364,4865
