tables,1500667587.214963,1500667709.7959087
query,1500667709.7996666,1500667709.8010519,1500667709.8010225
query,1500667709.804876,1500667709.8058167,1500667709.805811
query,1500667709.8091023,1500667709.810346,1500667709.8100972
query,1500667709.815624,1500667709.8163443,1500667709.8163385
query,1500667709.8209057,1500667709.8225186,1500667709.82247
query,1500667709.8268518,1500667709.8278325,1500667709.8277848
query,1500667709.831345,1500667709.8342865,1500667709.8330224
query,1500667709.8380518,1500667709.8387265,1500667709.8383837
query,1500667709.8436577,1500667709.8452575,1500667709.8452094
query,1500667709.8499818,1500667709.8513973,1500667709.8513904
query,1500667709.8569362,1500667709.858221,1500667709.8581712
query,1500667709.8639371,1500667709.8652601,1500667709.8652067
query,1500667709.870033,1500667709.871111,1500667709.8711038
query,1500667709.8749304,1500667709.8768752,1500667709.8768673
query,1500667709.8811765,1500667709.881345,1500667709.8812993
query,1500667709.8862588,1500667709.8876467,1500667709.8876398
query,1500667709.891375,1500667709.8934846,1500667709.8934782
query,1500667709.8966994,1500667709.897486,1500667709.89748
query,1500667709.9030237,1500667709.904084,1500667709.9040773
query,1500667709.9084244,1500667709.9099383,1500667709.9098675
query,1500667709.914296,1500667709.915174,1500667709.9151678
query,1500667709.9203427,1500667709.9211645,1500667709.9211578
query,1500667709.9258292,1500667709.9268405,1500667709.9267461
query,1500667709.9327197,1500667709.933291,1500667709.933033
query,1500667709.9385471,1500667709.9398565,1500667709.9398491
query,1500667709.9454489,1500667709.9465432,1500667709.9465358
query,1500667709.9516728,1500667709.9522119,1500667709.9520276
query,1500667709.9616323,1500667709.9632409,1500667709.9631634
query,1500667709.9672098,1500667709.9685533,1500667709.9684527
query,1500667709.972462,1500667709.9737182,1500667709.9736319
query,1500667709.9770262,1500667709.9779887,1500667709.9779818
query,1500667709.9826243,1500667709.9840689,1500667709.9840615
query,1500667709.988411,1500667709.9886446,1500667709.9885325
query,1500667709.9949,1500667709.9953594,1500667709.9952793
query,1500667710.0008729,1500667710.0012224,1500667710.0012114
query,1500667710.0057197,1500667710.0071197,1500667710.00707
query,1500667710.0106435,1500667710.0117538,1500667710.0117474
query,1500667710.015547,1500667710.0173948,1500667710.017385
query,1500667710.0220525,1500667710.0233903,1500667710.0233839
query,1500667710.0272343,1500667710.0293102,1500667710.0293
query,1500667710.0335252,1500667710.034949,1500667710.0349426
query,1500667710.0385003,1500667710.0391622,1500667710.0388167
query,1500667710.043447,1500667710.0443022,1500667710.0442963
query,1500667710.0474865,1500667710.0478194,1500667710.0476055
query,1500667710.0534117,1500667710.0545259,1500667710.0545192
query,1500667710.0593286,1500667710.060676,1500667710.0606692
query,1500667710.0644095,1500667710.0658643,1500667710.0658581
query,1500667710.069247,1500667710.0697122,1500667710.06956
query,1500667710.0743074,1500667710.0749168,1500667710.0746179
query,1500667710.080409,1500667710.081771,1500667710.0817275
query,1500667710.0850065,1500667710.0867743,1500667710.0867655
query,1500667710.0903246,1500667710.091584,1500667710.091578
query,1500667710.0951397,1500667710.0969281,1500667710.0969105
query,1500667710.100486,1500667710.101345,1500667710.1012979
query,1500667710.105279,1500667710.1053927,1500667710.1053872
query,1500667710.1128826,1500667710.114341,1500667710.114329
query,1500667710.123755,1500667710.12577,1500667710.1257584
query,1500667710.1331153,1500667710.1351807,1500667710.1351697
query,1500667710.1426349,1500667710.1437032,1500667710.143193
query,1500667710.1513467,1500667710.1525905,1500667710.1525812
query,1500667710.1599398,1500667710.1617699,1500667710.161699
