tables,1500664348.2025518,1500664384.0728915
query,1500664384.0740824,1500664384.0764885,1500664384.0764654
query,1500664384.0805576,1500664384.081915,1500664384.081784
query,1500664384.084067,1500664384.0852234,1500664384.0847507
query,1500664384.0912583,1500664384.0935776,1500664384.0933444
query,1500664384.0966141,1500664384.098563,1500664384.098509
query,1500664384.1012602,1500664384.1026607,1500664384.1023862
query,1500664384.106078,1500664384.1088681,1500664384.1088595
query,1500664384.1118011,1500664384.1145554,1500664384.1144729
query,1500664384.1171246,1500664384.1183805,1500664384.117483
query,1500664384.1218154,1500664384.1240048,1500664384.123688
query,1500664384.1275039,1500664384.1291628,1500664384.128711
query,1500664384.1309328,1500664384.1320744,1500664384.1320236
query,1500664384.13443,1500664384.1361308,1500664384.13561
query,1500664384.138553,1500664384.1398594,1500664384.1396365
query,1500664384.1425626,1500664384.1435428,1500664384.1428998
query,1500664384.1461105,1500664384.1482954,1500664384.148091
query,1500664384.150932,1500664384.1525326,1500664384.1522236
query,1500664384.154693,1500664384.1564593,1500664384.1558142
query,1500664384.1590734,1500664384.1619658,1500664384.1617334
query,1500664384.1634383,1500664384.1651905,1500664384.165138
query,1500664384.1666064,1500664384.1686244,1500664384.1684477
query,1500664384.173912,1500664384.1764712,1500664384.1763356
query,1500664384.1791325,1500664384.1810746,1500664384.1808674
query,1500664384.1828117,1500664384.184117,1500664384.1838686
query,1500664384.1867316,1500664384.1873722,1500664384.1870844
query,1500664384.1907105,1500664384.1920328,1500664384.1917806
query,1500664384.1952167,1500664384.1970756,1500664384.196896
query,1500664384.199219,1500664384.201126,1500664384.2002354
query,1500664384.2045333,1500664384.2075756,1500664384.2074592
query,1500664384.2089934,1500664384.2093554,1500664384.2093098
query,1500664384.2126548,1500664384.2157505,1500664384.2157428
query,1500664384.218401,1500664384.2203588,1500664384.220171
query,1500664384.2236555,1500664384.2255104,1500664384.225378
query,1500664384.2281435,1500664384.2294438,1500664384.2292368
query,1500664384.2319243,1500664384.233941,1500664384.2337294
query,1500664384.2368217,1500664384.238658,1500664384.2384639
query,1500664384.2409134,1500664384.2414236,1500664384.2412364
query,1500664384.2450342,1500664384.2473593,1500664384.247352
query,1500664384.249885,1500664384.2509658,1500664384.25084
query,1500664384.2531924,1500664384.2557333,1500664384.2555647
query,1500664384.2578137,1500664384.2616289,1500664384.261621
query,1500664384.2626069,1500664384.2645075,1500664384.2644305
query,1500664384.2673273,1500664384.2685797,1500664384.2684417
query,1500664384.272519,1500664384.2737257,1500664384.2736259
query,1500664384.2812805,1500664384.2846222,1500664384.2845244
query,1500664384.287518,1500664384.2893648,1500664384.289357
query,1500664384.2918282,1500664384.2943242,1500664384.2943165
query,1500664384.2992268,1500664384.301446,1500664384.300959
query,1500664384.303489,1500664384.3054142,1500664384.305241
query,1500664384.3078256,1500664384.308545,1500664384.3082294
query,1500664384.313169,1500664384.3151238,1500664384.3149142
query,1500664384.317561,1500664384.3194242,1500664384.319374
query,1500664384.322545,1500664384.3254294,1500664384.3253226
query,1500664384.328455,1500664384.331152,1500664384.33094
query,1500664384.3351338,1500664384.336349,1500664384.336273
query,1500664384.3386183,1500664384.341225,1500664384.3411477
query,1500664384.3440607,1500664384.345779,1500664384.3457713
query,1500664384.346718,1500664384.349663,1500664384.3491075
query,1500664384.350607,1500664384.3529863,1500664384.3529131
