tables,1513216600.8619652,1513217028.7524016
query,1513217028.7533908,1513217029.0707648,683
query,1513217029.0851371,1513217029.2997515,805
query,1513217029.2997553,1513217029.5125153,300
query,1513217029.5125196,1513217029.7103803,147
query,1513217029.7103853,1513217029.8938622,722
query,1513217029.8938682,1513217030.1633687,103
query,1513217030.1633744,1513217030.4276743,204
query,1513217030.4276786,1513217030.6224961,135
query,1513217030.6225004,1513217030.789983,510
query,1513217030.789987,1513217031.0752296,157
query,1513217031.075234,1513217031.2689786,1
query,1513217031.268983,1513217031.487671,139
query,1513217031.4876747,1513217031.6483424,559
query,1513217031.6483464,1513217031.8422234,135
query,1513217031.8422275,1513217032.0385418,570
query,1513217032.0385458,1513217032.243914,549
query,1513217032.2439182,1513217032.4751763,552
query,1513217032.4751801,1513217032.7026517,681
query,1513217032.7026565,1513217032.8870888,135
query,1513217032.8870926,1513217033.0045242,109
query,1513217033.00459,1513217033.1921668,160
query,1513217033.2058814,1513217033.366532,135
query,1513217033.3665357,1513217033.685353,179
query,1513217033.6853578,1513217033.867773,716
query,1513217033.8677773,1513217034.0282242,135
query,1513217034.0282285,1513217034.1860602,101
query,1513217034.186065,1513217034.3741693,1037
query,1513217034.3741732,1513217034.6242785,198
query,1513217034.6242824,1513217034.829993,84
query,1513217034.8299983,1513217035.0588655,666
query,1513217035.0588708,1513217035.2596138,629
query,1513217035.2596185,1513217035.4202526,232
query,1513217035.4202573,1513217035.6238348,551
query,1513217035.6238391,1513217035.8455138,653
query,1513217035.8455186,1513217036.0787325,575
query,1513217036.0787368,1513217036.2481196,135
query,1513217036.2481244,1513217036.3966749,143
query,1513217036.3966792,1513217036.5946758,696
query,1513217036.5946805,1513217036.7518978,137
query,1513217036.7519026,1513217036.891464,662
query,1513217036.891516,1513217037.064862,554
query,1513217037.0786383,1513217037.285026,841
query,1513217037.2850306,1513217037.4547462,158
query,1513217037.4547513,1513217037.9145193,312
query,1513217037.914524,1513217038.0848136,135
query,1513217038.0848186,1513217038.2643137,135
query,1513217038.264318,1513217038.444944,128
query,1513217038.444948,1513217038.6685667,568
query,1513217038.6685705,1513217038.9542236,418
query,1513217038.954228,1513217039.1538923,135
query,1513217039.1538968,1513217039.323734,559
query,1513217039.3237386,1513217039.5436778,127
query,1513217039.5436835,1513217039.7074504,567
query,1513217039.7074547,1513217039.8672168,407
query,1513217039.8672214,1513217040.072842,46
query,1513217040.0728464,1513217040.2676706,581
query,1513217040.2676747,1513217040.4432664,954
query,1513217040.4432712,1513217040.6138337,79
query,1513217040.6138382,1513217040.8120153,78
query,1513217040.8120205,1513217040.9506419,542
query,1513217040.9506967,1513217041.1066835,135
query,1513217041.1214855,1513217041.2736528,564
query,1513217041.273657,1513217041.4467416,578
query,1513217041.4467456,1513217041.607794,549
query,1513217041.6077979,1513217041.812922,698
query,1513217041.8129265,1513217041.969769,282
query,1513217041.9697745,1513217042.1583595,677
query,1513217042.1583655,1513217042.3102188,541
query,1513217042.3102226,1513217042.4909394,580
query,1513217042.4909437,1513217042.6895807,784
query,1513217042.6895845,1513217042.8357356,135
query,1513217042.8357399,1513217042.9882407,1280
query,1513217042.988245,1513217043.1924174,858
query,1513217043.192422,1513217043.4001667,1013
query,1513217043.40017,1513217043.5543952,1607
query,1513217043.5543988,1513217043.7314074,862
query,1513217043.731411,1513217043.95384,1856
query,1513217043.9538443,1513217044.1612673,1664
query,1513217044.1612713,1513217044.3154137,92
query,1513217044.315418,1513217044.4820473,1296
query,1513217044.4821012,1513217044.7159774,205
query,1513217044.730984,1513217044.89958,341
query,1513217044.899584,1513217045.056413,555
query,1513217045.0564175,1513217045.2621996,1483
query,1513217045.2622037,1513217045.4602444,1698
query,1513217045.460249,1513217045.6823575,2249
query,1513217045.6823616,1513217045.805339,959
query,1513217045.8053434,1513217045.9658244,1
query,1513217045.9658296,1513217046.3302596,1490
query,1513217046.3302634,1513217046.5428813,1257
query,1513217046.5428855,1513217046.7227404,1168
query,1513217046.722744,1513217046.8986483,1855
query,1513217046.8986526,1513217047.0708885,832
query,1513217047.0708928,1513217047.2307286,1
