tables,1513475441.56819,1513476137.5478582
query,1513476137.548277,1513476137.8834543,79
query,1513476137.8919775,1513476138.1146224,299
query,1513476138.1146264,1513476138.321418,338
query,1513476138.3214228,1513476138.5324106,76
query,1513476138.5324154,1513476138.738751,12
query,1513476138.738756,1513476138.9630866,399
query,1513476138.9630911,1513476139.1701226,6
query,1513476139.1701267,1513476139.3385005,15
query,1513476139.3385043,1513476139.5750797,89
query,1513476139.5750847,1513476139.826726,16
query,1513476139.82673,1513476140.0477767,84
query,1513476140.0477815,1513476140.210147,239
query,1513476140.2101507,1513476140.3763416,84
query,1513476140.3763444,1513476140.5827858,398
query,1513476140.5827887,1513476140.8152945,72
query,1513476140.8153005,1513476141.046382,269
query,1513476141.046386,1513476141.2693396,8
query,1513476141.2693427,1513476141.4667304,83
query,1513476141.466734,1513476141.6398356,13
query,1513476141.6398392,1513476141.8564792,84
query,1513476141.856525,1513476142.1309822,108
query,1513476142.1444473,1513476142.3305132,305
query,1513476142.3305168,1513476142.5083628,80
query,1513476142.5083656,1513476142.731993,425
query,1513476142.7319973,1513476142.8829837,32
query,1513476142.8829882,1513476143.0449994,84
query,1513476143.0450032,1513476143.2300098,84
query,1513476143.2300136,1513476143.4160323,84
query,1513476143.4160361,1513476143.5968792,84
query,1513476143.5968838,1513476143.7977586,84
query,1513476143.7977633,1513476143.9568152,4
query,1513476143.9568205,1513476144.1198463,16
query,1513476144.1198506,1513476144.305031,668
query,1513476144.3050356,1513476144.4887264,99
query,1513476144.4887307,1513476144.7497299,636
query,1513476144.7497344,1513476144.9586377,334
query,1513476144.958642,1513476145.067557,1
query,1513476145.0675602,1513476145.2179523,218
query,1513476145.2179556,1513476145.4184203,293
query,1513476145.4184244,1513476145.691624,232
query,1513476145.691659,1513476145.8986328,844
query,1513476145.9109669,1513476146.0943384,736
query,1513476146.0943437,1513476146.2631373,664
query,1513476146.2631407,1513476146.4595017,965
query,1513476146.4595053,1513476146.6475475,98
query,1513476146.6475527,1513476146.8518384,929
query,1513476146.851843,1513476147.0382981,514
query,1513476147.0383024,1513476147.2853544,1191
query,1513476147.2853587,1513476147.392054,1
query,1513476147.3920586,1513476147.5515962,1
query,1513476147.5516002,1513476147.7273152,413
query,1513476147.7273197,1513476147.828822,0
query,1513476147.828827,1513476148.0349376,1057
query,1513476148.0349443,1513476148.2376025,285
query,1513476148.2376063,1513476148.4690583,111
query,1513476148.4690623,1513476148.668846,120
query,1513476148.6688488,1513476148.851423,132
query,1513476148.8514264,1513476149.0450633,625
query,1513476149.0450692,1513476149.2587695,327
query,1513476149.2587748,1513476149.4405196,16
query,1513476149.4405584,1513476149.6184475,1
query,1513476149.6231244,1513476149.808018,243
query,1513476149.8080218,1513476150.0443935,1065
query,1513476150.0443978,1513476150.2402558,431
query,1513476150.2402594,1513476150.420389,5
query,1513476150.4203918,1513476150.6003933,196
query,1513476150.6003969,1513476150.8017676,128
query,1513476150.801774,1513476151.0261068,883
query,1513476151.0261123,1513476151.2485995,369
query,1513476151.2486036,1513476151.4929402,50
query,1513476151.4929442,1513476151.6845176,464
query,1513476151.6845217,1513476151.931173,839
query,1513476151.9311779,1513476152.0570045,0
query,1513476152.0570097,1513476152.2430718,196
query,1513476152.2430763,1513476152.4456966,312
query,1513476152.4456995,1513476152.6607502,311
query,1513476152.6607535,1513476152.819911,0
query,1513476152.8199153,1513476153.013184,62
query,1513476153.0131881,1513476153.1966944,52
query,1513476153.1966977,1513476153.3843763,278
query,1513476153.3844202,1513476153.6079257,627
query,1513476153.621462,1513476153.8031592,65
query,1513476153.8031642,1513476153.9925346,279
query,1513476153.992539,1513476154.151587,21
query,1513476154.1515906,1513476154.3413336,571
query,1513476154.3413382,1513476154.5027688,19
query,1513476154.5027738,1513476154.61183,0
query,1513476154.6118336,1513476154.802977,622
query,1513476154.8029811,1513476154.9912295,26
query,1513476154.991235,1513476155.1891043,229
query,1513476155.1891081,1513476155.3709111,253
query,1513476155.370915,1513476155.5853114,47
query,1513476155.5853152,1513476155.75745,27
query,1513476155.7574537,1513476155.953933,119
query,1513476155.9539363,1513476156.121012,2
query,1513476156.121017,1513476156.3212764,494
query,1513476156.3212807,1513476156.5441182,158
query,1513476156.5441225,1513476156.7904582,631
query,1513476156.7904613,1513476156.9979017,613
query,1513476156.997907,1513476157.1635985,902
query,1513476157.1636465,1513476157.3425786,2
query,1513476157.3486109,1513476157.553591,319
query,1513476157.5535948,1513476157.7740428,320
query,1513476157.7740464,1513476157.9604697,58
query,1513476157.9604735,1513476158.1579564,333
query,1513476158.1579595,1513476158.370536,524
query,1513476158.3705409,1513476158.6239533,923
query,1513476158.6239567,1513476158.803528,239
query,1513476158.803532,1513476158.9823613,2
query,1513476158.982366,1513476159.157324,792
query,1513476159.1573284,1513476159.3406026,179
query,1513476159.3406065,1513476159.5733774,287
query,1513476159.573382,1513476159.9956715,72
query,1513476159.9956775,1513476160.2631092,81
query,1513476160.263113,1513476160.48713,243
query,1513476160.487134,1513476160.6935186,14
query,1513476160.6935244,1513476160.9694932,99
query,1513476160.9694972,1513476161.228744,991
query,1513476161.2287471,1513476161.418964,121
query,1513476161.4189677,1513476161.5753372,6
query,1513476161.5753765,1513476161.821458,53
query,1513476161.8358316,1513476162.0687256,148
query,1513476162.0687292,1513476162.3435836,835
query,1513476162.343587,1513476162.6179457,2
query,1513476162.6179492,1513476162.885471,215
query,1513476162.885476,1513476163.103692,584
query,1513476163.1036947,1513476163.2697542,7
query,1513476163.2697575,1513476163.4620895,995
query,1513476163.4620924,1513476163.6680672,22
query,1513476163.6680713,1513476163.8966272,940
query,1513476163.89663,1513476164.0720391,342
query,1513476164.0720432,1513476164.240022,530
query,1513476164.2400262,1513476164.398069,23
query,1513476164.3980725,1513476164.5627098,47
query,1513476164.5627134,1513476164.7395103,809
query,1513476164.7395144,1513476164.9363942,3
query,1513476164.9363987,1513476165.132049,137
query,1513476165.1320527,1513476165.3801768,514
query,1513476165.3801818,1513476165.6370034,30
query,1513476165.637007,1513476165.8433108,312
query,1513476165.8433516,1513476166.0089524,256
query,1513476166.0217853,1513476166.2171645,554
query,1513476166.2171688,1513476166.3786507,140
query,1513476166.3786542,1513476166.5504086,192
query,1513476166.550413,1513476166.7376058,654
query,1513476166.7376094,1513476166.965911,1141
query,1513476166.9659154,1513476167.173667,173
query,1513476167.1736708,1513476167.369849,18
query,1513476167.3698528,1513476167.5778482,735
query,1513476167.5778515,1513476167.7789998,318
query,1513476167.7790034,1513476167.9458864,188
query,1513476167.9458892,1513476168.0771627,0
query,1513476168.0771663,1513476168.234503,404
query,1513476168.2345061,1513476168.4166853,22
query,1513476168.4166887,1513476168.596309,1
query,1513476168.5963123,1513476168.8425937,32
query,1513476168.8425975,1513476168.994343,240
query,1513476168.9943466,1513476169.1619372,343
query,1513476169.161941,1513476169.3420906,1052
query,1513476169.3420944,1513476169.5062547,735
query,1513476169.506307,1513476169.6962333,163
query,1513476169.7054737,1513476169.8653724,435
query,1513476169.8653781,1513476170.0716336,338
query,1513476170.071638,1513476170.2406025,228
query,1513476170.2406058,1513476170.3955178,14
query,1513476170.3955216,1513476170.6327133,31
query,1513476170.6327164,1513476170.8113256,435
query,1513476170.8113291,1513476171.025252,1140
query,1513476171.0252552,1513476171.1811976,223
query,1513476171.1812015,1513476171.3753896,21
query,1513476171.3753936,1513476171.6001525,715
query,1513476171.6001558,1513476171.7694225,181
query,1513476171.7694268,1513476171.9309928,138
query,1513476171.9309962,1513476172.144662,465
query,1513476172.1446662,1513476172.3132281,988
query,1513476172.3132315,1513476172.4651406,1142
query,1513476172.4651444,1513476172.6228166,108
query,1513476172.6228206,1513476172.795877,6
query,1513476172.7958815,1513476173.0026712,238
query,1513476173.0026755,1513476173.2311647,564
query,1513476173.231197,1513476173.5619943,256
query,1513476173.5742621,1513476173.7802606,272
query,1513476173.7802699,1513476173.9954298,557
query,1513476173.9954336,1513476174.1855464,837
query,1513476174.185549,1513476174.4012845,488
query,1513476174.401288,1513476174.6222434,251
query,1513476174.6222494,1513476174.8013241,150
query,1513476174.8013277,1513476175.0131266,16
query,1513476175.0131302,1513476175.2863822,7
query,1513476175.286386,1513476175.466994,949
query,1513476175.466998,1513476175.6550362,93
query,1513476175.6550403,1513476175.833999,86
query,1513476175.834004,1513476175.9693034,1
query,1513476175.969307,1513476176.135392,438
query,1513476176.1353955,1513476176.2543426,0
query,1513476176.2543464,1513476176.4935088,781
query,1513476176.4935129,1513476176.7433677,435
query,1513476176.7433734,1513476176.9187102,74
query,1513476176.9187138,1513476177.1115654,510
query,1513476177.1115694,1513476177.3173013,1182
query,1513476177.317359,1513476177.5691984,110
query,1513476177.5855618,1513476177.747041,3
query,1513476177.747045,1513476177.9993408,290
query,1513476177.999345,1513476178.1497896,250
query,1513476178.149794,1513476178.37477,485
query,1513476178.3747725,1513476178.5869641,426
query,1513476178.5869675,1513476178.7721155,927
query,1513476178.7721183,1513476178.943396,11
query,1513476178.9434,1513476179.0908935,0
query,1513476179.0908983,1513476179.2984042,309
query,1513476179.2984078,1513476179.5292304,27
query,1513476179.5292335,1513476179.7975295,294
query,1513476179.7975338,1513476180.0014863,987
query,1513476180.00149,1513476180.2055416,170
query,1513476180.2055457,1513476180.4072797,228
query,1513476180.4072835,1513476180.6049156,415
query,1513476180.6049213,1513476180.8139389,81
query,1513476180.8139415,1513476181.041566,75
query,1513476181.04157,1513476181.2613037,505
query,1513476181.2613072,1513476181.451975,88
query,1513476181.4520276,1513476181.6989233,176
query,1513476181.7108774,1513476181.915001,9
query,1513476181.9150062,1513476182.1414738,329
query,1513476182.141477,1513476182.3865802,161
query,1513476182.3865838,1513476182.5791113,525
query,1513476182.5791152,1513476182.8307736,928
query,1513476182.8307781,1513476183.0501099,827
query,1513476183.0501125,1513476183.2762706,976
query,1513476183.2762737,1513476183.482701,64
query,1513476183.4827044,1513476183.6243868,0
query,1513476183.6243906,1513476183.913832,262
query,1513476183.9138384,1513476184.1171424,282
query,1513476184.1171467,1513476184.3029954,187
query,1513476184.302998,1513476184.5231485,352
query,1513476184.523152,1513476184.8502681,414
query,1513476184.8502724,1513476185.0573046,0
query,1513476185.0573075,1513476185.3350706,1140
query,1513476185.335074,1513476185.541066,1079
query,1513476185.5410683,1513476185.752887,96
query,1513476185.7528908,1513476186.0324328,54
query,1513476186.0324707,1513476186.312804,502
query,1513476186.3253398,1513476186.5831902,1217
query,1513476186.5831935,1513476186.7518857,40
query,1513476186.7518904,1513476186.9577775,475
query,1513476186.9577825,1513476187.161674,946
query,1513476187.161678,1513476187.3617449,857
query,1513476187.3617487,1513476187.5804486,330
query,1513476187.580452,1513476187.7221398,0
query,1513476187.7221446,1513476187.885413,5
query,1513476187.8854158,1513476188.0564501,662
query,1513476188.0564535,1513476188.2658064,82
query,1513476188.2658107,1513476188.4319358,2
query,1513476188.4319391,1513476188.6149104,820
query,1513476188.6149132,1513476188.7792642,13
query,1513476188.7792687,1513476189.0574496,817
query,1513476189.0574527,1513476189.3223846,551
query,1513476189.3223886,1513476189.552019,756
query,1513476189.5520225,1513476189.7562068,0
query,1513476189.75621,1513476189.9612813,0
query,1513476189.9612882,1513476190.2382383,253
query,1513476190.2382782,1513476190.5188239,1112
query,1513476190.5266805,1513476190.723082,261
query,1513476190.7230866,1513476190.8654358,0
query,1513476190.8654406,1513476191.074901,408
query,1513476191.0749052,1513476191.3227704,328
query,1513476191.3227732,1513476191.4810827,76
query,1513476191.4810858,1513476191.6252525,0
query,1513476191.6252568,1513476191.7961755,1
query,1513476191.7961788,1513476192.0214238,754
query,1513476192.021428,1513476192.1638472,1
query,1513476192.1638503,1513476192.3049965,0
query,1513476192.3050003,1513476192.4815257,135
query,1513476192.4815304,1513476192.6493537,0
query,1513476192.649357,1513476192.8583364,102
query,1513476192.8583403,1513476193.070089,461
query,1513476193.070093,1513476193.294744,876
query,1513476193.294749,1513476193.5209463,128
query,1513476193.520951,1513476193.696917,630
query,1513476193.6969204,1513476193.8765802,62
query,1513476193.876584,1513476194.0769706,548
query,1513476194.0770168,1513476194.2842548,35
query,1513476194.2976942,1513476194.5562887,1173
query,1513476194.5562925,1513476194.7688918,164
query,1513476194.7688956,1513476194.974887,35
query,1513476194.974891,1513476195.1833029,226
query,1513476195.1833057,1513476195.3969412,202
query,1513476195.3969438,1513476195.6632361,159
query,1513476195.6632407,1513476195.8573937,726
query,1513476195.8573968,1513476196.0149014,215
query,1513476196.0149055,1513476196.1818166,15
query,1513476196.1818202,1513476196.4015431,235
query,1513476196.4015467,1513476196.583874,603
query,1513476196.583877,1513476196.8116837,1094
query,1513476196.8116887,1513476197.0206304,85
query,1513476197.0206347,1513476197.1683106,0
query,1513476197.1683147,1513476197.3589635,24
query,1513476197.3589675,1513476197.4885247,0
query,1513476197.488529,1513476197.714227,445
query,1513476197.714232,1513476197.9107804,799
query,1513476197.9107852,1513476198.1122513,557
query,1513476198.1122916,1513476198.3905575,65
query,1513476198.3985093,1513476198.587479,332
query,1513476198.5874853,1513476198.7636056,500
query,1513476198.76361,1513476199.0015635,691
query,1513476199.0015683,1513476199.2656724,677
query,1513476199.2656755,1513476199.4805725,142
query,1513476199.480576,1513476199.6914897,494
query,1513476199.6914928,1513476199.8703566,278
query,1513476199.870362,1513476200.1028297,133
query,1513476200.1028361,1513476200.3469565,1103
query,1513476200.34696,1513476200.469835,0
query,1513476200.4698386,1513476200.6771653,128
query,1513476200.6771684,1513476200.8373184,0
query,1513476200.8373241,1513476201.0631576,13
query,1513476201.0631635,1513476201.343886,736
query,1513476201.343889,1513476201.544922,33
query,1513476201.544926,1513476201.7538695,614
query,1513476201.753874,1513476201.9952688,640
query,1513476201.995274,1513476202.1242836,0
query,1513476202.124287,1513476202.2877069,3
query,1513476202.2877905,1513476202.555962,950
query,1513476202.568818,1513476202.7764387,36
query,1513476202.776442,1513476203.0684464,1148
query,1513476203.0684495,1513476203.3030217,1141
query,1513476203.3030264,1513476203.5555806,211
query,1513476203.5555851,1513476203.7812815,903
query,1513476203.781286,1513476203.9509923,951
query,1513476203.9509957,1513476204.1373372,114
query,1513476204.137342,1513476204.388719,493
query,1513476204.3887255,1513476204.5501568,532
query,1513476204.55016,1513476204.7748492,843
query,1513476204.774854,1513476204.9791193,1228
query,1513476204.9791238,1513476205.125744,0
query,1513476205.1257482,1513476205.3161497,24
query,1513476205.316154,1513476205.484688,333
query,1513476205.4846926,1513476205.700845,188
query,1513476205.7008493,1513476205.9492488,51
query,1513476205.9492533,1513476206.1415052,526
query,1513476206.1415098,1513476206.324744,85
query,1513476206.3247478,1513476206.5968814,858
query,1513476206.5969255,1513476206.8122597,423
query,1513476206.8205397,1513476206.988457,1204
query,1513476206.9884598,1513476207.1721337,246
query,1513476207.1721375,1513476207.4093978,2
query,1513476207.4094017,1513476207.6103592,857
query,1513476207.610364,1513476207.8016145,436
query,1513476207.8016195,1513476207.9837117,272
query,1513476207.9837148,1513476208.135001,289
query,1513476208.1350043,1513476208.3678002,71
query,1513476208.367804,1513476208.570005,894
query,1513476208.570009,1513476208.756225,809
query,1513476208.7562287,1513476208.9993641,129
query,1513476208.999368,1513476209.200928,398
query,1513476209.2009308,1513476209.350863,1
query,1513476209.3508663,1513476209.55017,593
query,1513476209.550215,1513476209.906026,326
query,1513476209.90603,1513476210.0887203,187
query,1513476210.0887232,1513476210.327728,197
query,1513476210.3277314,1513476210.4916534,0
query,1513476210.491658,1513476210.6395147,2
query,1513476210.6395624,1513476210.8556209,769
query,1513476210.867992,1513476211.087474,1139
query,1513476211.087478,1513476211.2626529,264
query,1513476211.2626567,1513476211.3927097,1
query,1513476211.3927128,1513476211.5725067,372
query,1513476211.5725114,1513476211.7290344,529
query,1513476211.729038,1513476211.9280176,485
query,1513476211.9280238,1513476212.1142905,323
query,1513476212.1142948,1513476212.2748814,72
query,1513476212.274885,1513476212.4332423,768
query,1513476212.4332464,1513476212.6121788,147
query,1513476212.6121829,1513476212.783451,501
query,1513476212.7834554,1513476212.973587,110
query,1513476212.9735901,1513476213.156964,745
query,1513476213.1569688,1513476213.3137558,3
query,1513476213.3137615,1513476213.5252552,73
query,1513476213.5252604,1513476213.737067,461
query,1513476213.7370698,1513476213.9140642,689
query,1513476213.9140677,1513476214.0574095,0
query,1513476214.0574136,1513476214.2237616,136
query,1513476214.2237904,1513476214.4122233,0
query,1513476214.4137251,1513476214.5790732,22
query,1513476214.5790768,1513476214.8056567,36
query,1513476214.8056617,1513476214.9976902,212
query,1513476214.997693,1513476215.2085001,858
query,1513476215.2085044,1513476215.3983808,108
query,1513476215.398385,1513476215.5711534,4
query,1513476215.571158,1513476215.7298572,222
query,1513476215.729861,1513476215.9415562,128
query,1513476215.9415603,1513476216.0602648,0
query,1513476216.0602686,1513476216.2294521,714
query,1513476216.2294562,1513476216.3962986,33
query,1513476216.3963032,1513476216.561114,241
query,1513476216.5611184,1513476216.78385,475
query,1513476216.783854,1513476216.9767098,397
query,1513476216.9767125,1513476217.197714,682
query,1513476217.1977177,1513476217.3697693,601
query,1513476217.3697731,1513476217.553246,6
query,1513476217.5532496,1513476217.674777,1
query,1513476217.674781,1513476217.8688824,934
query,1513476217.8689244,1513476218.1632042,465
query,1513476218.176582,1513476218.3682036,67
query,1513476218.3682075,1513476218.6739464,608
query,1513476218.6739504,1513476218.8759346,739
query,1513476218.8759408,1513476219.1569617,1
query,1513476219.1569667,1513476219.3364062,1262
