tables,1513185267.9235752,1513185708.2411342
query,1513185708.2414925,1513185708.4379594,2405
query,1513185708.4529555,1513185708.6177692,2298
query,1513185708.6177726,1513185708.7257378,998
query,1513185708.7257402,1513185708.788976,434
query,1513185708.788979,1513185708.86623,2421
query,1513185708.8662329,1513185708.9258978,367
query,1513185708.9259002,1513185708.9899678,1415
query,1513185708.989972,1513185709.068186,266
query,1513185709.0681894,1513185709.1391416,1308
query,1513185709.1391447,1513185709.216212,296
query,1513185709.2162154,1513185709.272608,33
query,1513185709.2726114,1513185709.333843,682
query,1513185709.333846,1513185709.4048264,1427
query,1513185709.4048297,1513185709.4777768,266
query,1513185709.47778,1513185709.5531905,1334
query,1513185709.5531945,1513185709.6181498,1300
query,1513185709.618153,1513185709.689328,1804
query,1513185709.6893318,1513185709.7691479,2472
query,1513185709.7691517,1513185709.8420546,266
query,1513185709.8420577,1513185709.9025452,361
query,1513185709.9025846,1513185709.9851527,298
query,1513185709.999368,1513185710.0724576,266
query,1513185710.0724614,1513185710.1355004,649
query,1513185710.1355038,1513185710.2186909,2807
query,1513185710.2186944,1513185710.3051465,266
query,1513185710.3051498,1513185710.36287,398
query,1513185710.3628738,1513185710.4416084,2828
query,1513185710.4416118,1513185710.5028377,1305
query,1513185710.502841,1513185710.5601084,991
query,1513185710.5601118,1513185710.6316874,1495
query,1513185710.6316905,1513185710.705236,1784
query,1513185710.7052393,1513185710.7663913,1104
query,1513185710.7663949,1513185710.835509,1342
query,1513185710.8355126,1513185710.9118087,1391
query,1513185710.911812,1513185710.9806416,1347
query,1513185710.9806452,1513185711.052764,266
query,1513185711.052783,1513185711.1150267,379
query,1513185711.11503,1513185711.2012308,2315
query,1513185711.201234,1513185711.2675862,279
query,1513185711.2675898,1513185711.3399222,1582
query,1513185711.3399591,1513185711.4230683,1825
query,1513185711.4374309,1513185711.5190039,2839
query,1513185711.5190074,1513185711.583187,290
query,1513185711.5831926,1513185711.6486137,994
query,1513185711.6486185,1513185711.7237654,266
query,1513185711.72377,1513185711.7955043,266
query,1513185711.7955084,1513185711.8573241,441
query,1513185711.8573272,1513185711.922313,1840
query,1513185711.9223166,1513185711.9849677,1301
query,1513185711.9849715,1513185712.0576866,266
query,1513185712.0576909,1513185712.1261575,1322
query,1513185712.1261618,1513185712.184043,821
query,1513185712.1840477,1513185712.2496958,1463
query,1513185712.2497,1513185712.3116982,2410
query,1513185712.3117027,1513185712.367277,70
query,1513185712.3672812,1513185712.426625,1324
query,1513185712.4266295,1513185712.495213,2581
query,1513185712.4952183,1513185712.5534139,214
query,1513185712.5534184,1513185712.6105273,595
query,1513185712.6105325,1513185712.678196,1318
query,1513185712.6782315,1513185712.7707074,266
query,1513185712.7843513,1513185712.8572462,1502
query,1513185712.8572497,1513185712.9269347,1637
query,1513185712.9269388,1513185712.9945529,1409
query,1513185712.9945557,1513185713.0824342,1971
query,1513185713.0824366,1513185713.149737,1369
query,1513185713.1497397,1513185713.2269735,2359
query,1513185713.226978,1513185713.288142,1408
query,1513185713.2881453,1513185713.3566885,1351
query,1513185713.3566911,1513185713.4326563,2756
query,1513185713.432659,1513185713.4956496,266
query,1513185713.4956524,1513185713.573586,5608
query,1513185713.5735898,1513185713.6441166,3776
query,1513185713.6441197,1513185713.7213538,2852
query,1513185713.721358,1513185713.8122702,5022
query,1513185713.8122742,1513185713.88562,2457
query,1513185713.8856244,1513185713.9963312,5135
query,1513185713.9963357,1513185714.0928874,4704
query,1513185714.092893,1513185714.1527317,1466
query,1513185714.1527355,1513185714.232447,4460
query,1513185714.232485,1513185714.3169696,705
query,1513185714.3363402,1513185714.402763,1559
query,1513185714.4027665,1513185714.495038,1705
query,1513185714.4950418,1513185714.5975533,4998
query,1513185714.5975575,1513185714.698471,5919
query,1513185714.6984746,1513185714.809117,5666
query,1513185714.809121,1513185714.889363,3635
query,1513185714.8893678,1513185714.9316278,1
query,1513185714.9316316,1513185715.017142,4655
query,1513185715.0171459,1513185715.0874608,3993
query,1513185715.0874646,1513185715.1775863,5435
query,1513185715.1775901,1513185715.2745736,6007
query,1513185715.274578,1513185715.3442767,2703
query,1513185715.344281,1513185715.3825078,2
query,1513185715.3825107,1513185715.4662094,2716
query,1513185715.466215,1513185715.5769346,6266
query,1513185715.5769396,1513185715.6546347,2796
query,1513185715.6546383,1513185715.7235,1788
query,1513185715.7235036,1513185715.7840505,345
query,1513185715.784054,1513185715.8602912,2962
query,1513185715.8603354,1513185715.9389484,1577
query,1513185715.9569275,1513185716.029065,2899
query,1513185716.029068,1513185716.1234493,3849
query,1513185716.123453,1513185716.1988933,1595
query,1513185716.1988976,1513185716.2941823,5399
query,1513185716.294186,1513185716.3677058,2297
query,1513185716.3677099,1513185716.4634361,4698
query,1513185716.46344,1513185716.534502,1485
query,1513185716.5345058,1513185716.5944908,2119
query,1513185716.5944939,1513185716.683357,4900
query,1513185716.68336,1513185716.7440236,1062
query,1513185716.7440293,1513185716.8056946,2070
query,1513185716.8056972,1513185716.902187,5893
query,1513185716.9021919,1513185716.9673088,3109
query,1513185716.9673138,1513185717.0686939,4088
query,1513185717.0686977,1513185717.1500072,4576
query,1513185717.1500113,1513185717.228917,2331
query,1513185717.2289217,1513185717.2890553,887
query,1513185717.2890582,1513185717.36404,2797
query,1513185717.3640435,1513185717.4423978,2688
query,1513185717.4424403,1513185717.5661254,6617
query,1513185717.5806293,1513185717.6694238,3943
query,1513185717.6694279,1513185717.7411802,2163
query,1513185717.7411838,1513185717.832444,4071
query,1513185717.832448,1513185717.9162788,2684
query,1513185717.916283,1513185718.002484,4751
query,1513185718.0024881,1513185718.0932174,3376
query,1513185718.0932214,1513185718.1706617,3662
query,1513185718.170665,1513185718.2428796,2052
query,1513185718.2428834,1513185718.345156,5227
query,1513185718.3451595,1513185718.4274902,3877
query,1513185718.4274938,1513185718.533974,5301
query,1513185718.5339768,1513185718.5985572,3281
query,1513185718.5985603,1513185718.6771953,3798
query,1513185718.6771984,1513185718.7598975,5523
query,1513185718.7599013,1513185718.8298404,2475
query,1513185718.8298445,1513185718.9119902,3987
query,1513185718.9119937,1513185718.9844122,2872
query,1513185718.9844177,1513185719.0738955,3888
query,1513185719.0739002,1513185719.1429002,2297
query,1513185719.142941,1513185719.2424607,4986
query,1513185719.2540083,1513185719.343764,5666
query,1513185719.343767,1513185719.4140232,2884
query,1513185719.4140258,1513185719.4734178,419
query,1513185719.473421,1513185719.5784645,5742
query,1513185719.578471,1513185719.6509335,3568
query,1513185719.6509368,1513185719.6914706,1
query,1513185719.691474,1513185719.7687035,2336
query,1513185719.7687066,1513185719.8291693,560
query,1513185719.8291795,1513185719.930539,6562
query,1513185719.930544,1513185720.0350456,5859
query,1513185720.0350504,1513185720.1027417,1089
query,1513185720.1027446,1513185720.1969888,4888
query,1513185720.196993,1513185720.2965965,5433
query,1513185720.2965999,1513185720.3775854,5127
query,1513185720.3775883,1513185720.475805,5045
query,1513185720.4758093,1513185720.5507717,2823
query,1513185720.5507762,1513185720.6212761,3541
query,1513185720.62128,1513185720.7009404,2968
query,1513185720.7009442,1513185720.7851138,3945
query,1513185720.785157,1513185720.9093533,5496
query,1513185720.9181852,1513185721.0409725,6098
query,1513185721.0409758,1513185721.1231375,5263
query,1513185721.1231408,1513185721.2158642,5845
query,1513185721.215869,1513185721.3094776,4535
query,1513185721.309481,1513185721.3905494,4276
query,1513185721.390553,1513185721.4592652,1966
query,1513185721.4592683,1513185721.5602093,5916
query,1513185721.5602133,1513185721.6235225,698
query,1513185721.6235275,1513185721.7194262,6085
query,1513185721.71943,1513185721.7985337,2610
query,1513185721.7985387,1513185721.8583565,70
query,1513185721.8583608,1513185721.9064965,294
query,1513185721.906501,1513185721.9612806,1144
query,1513185721.961285,1513185722.0406632,3502
query,1513185722.0406673,1513185722.1205657,4203
query,1513185722.12057,1513185722.1654503,685
query,1513185722.1654544,1513185722.2287443,811
query,1513185722.228748,1513185722.297475,3400
query,1513185722.2974792,1513185722.38126,2994
query,1513185722.3813004,1513185722.4373853,319
query,1513185722.449534,1513185722.5654795,5900
query,1513185722.5654836,1513185722.628083,1263
query,1513185722.6280873,1513185722.7272937,5677
query,1513185722.727298,1513185722.811386,5475
query,1513185722.8113894,1513185722.8745103,1013
query,1513185722.8745153,1513185722.9404838,2042
query,1513185722.9404874,1513185723.0135953,1882
query,1513185723.0135992,1513185723.0916805,2850
query,1513185723.091684,1513185723.1693914,3182
query,1513185723.1693952,1513185723.2673912,4567
query,1513185723.2673948,1513185723.3261364,3
query,1513185723.32614,1513185723.3919275,1020
query,1513185723.3919313,1513185723.4632187,3651
query,1513185723.4632223,1513185723.5721753,6692
query,1513185723.5721793,1513185723.6519775,4360
query,1513185723.6519806,1513185723.718897,1134
query,1513185723.7189012,1513185723.785304,2633
query,1513185723.7853074,1513185723.8811498,4925
query,1513185723.881153,1513185723.987177,4626
query,1513185723.987214,1513185724.073249,1934
query,1513185724.0853188,1513185724.161825,3271
query,1513185724.1618278,1513185724.2675219,5942
query,1513185724.2675257,1513185724.347981,3317
query,1513185724.347986,1513185724.4328384,4520
query,1513185724.4328432,1513185724.5325606,5002
query,1513185724.5325654,1513185724.6057124,3425
query,1513185724.6057165,1513185724.6797938,2768
query,1513185724.6797976,1513185724.7737234,3964
query,1513185724.7737274,1513185724.8658278,4723
query,1513185724.8658333,1513185724.9340012,2956
query,1513185724.9340053,1513185724.9909225,40
query,1513185724.9909256,1513185725.051466,2758
query,1513185725.051469,1513185725.1556382,4597
query,1513185725.1556416,1513185725.253812,5060
query,1513185725.2538147,1513185725.3156567,1487
query,1513185725.315659,1513185725.3978925,575
query,1513185725.3978958,1513185725.467097,2714
query,1513185725.4670997,1513185725.5284085,1557
query,1513185725.5284119,1513185725.6114452,4116
query,1513185725.6114852,1513185725.7476065,4914
query,1513185725.7617898,1513185725.850726,4455
query,1513185725.8507297,1513185725.9122183,2216
query,1513185725.9122217,1513185726.0060637,4048
query,1513185726.0060673,1513185726.0666876,584
query,1513185726.0666907,1513185726.164471,6373
query,1513185726.164473,1513185726.2659843,5146
query,1513185726.2659879,1513185726.352018,5117
query,1513185726.3520217,1513185726.3976002,2
query,1513185726.3976042,1513185726.510037,5623
query,1513185726.5100403,1513185726.6112978,5908
query,1513185726.6113021,1513185726.6788867,2945
query,1513185726.6788914,1513185726.784413,5978
query,1513185726.784417,1513185726.8809237,4808
query,1513185726.8809273,1513185726.9989586,6290
query,1513185726.9989624,1513185727.0603187,956
