tables,1513500429.2929566,1513502509.9073715
query,1513502509.9084804,1513502510.5186448,74
query,1513502510.537383,1513502511.1649225,608
query,1513502511.1649282,1513502511.460118,596
query,1513502511.4601216,1513502511.790452,71
query,1513502511.7904563,1513502511.9940996,33
query,1513502511.9941037,1513502512.3612018,1255
query,1513502512.361207,1513502512.5764763,65
query,1513502512.5764804,1513502512.751885,40
query,1513502512.7518883,1513502513.0016603,133
query,1513502513.0016637,1513502513.1624887,65
query,1513502513.1624925,1513502514.9386065,66
query,1513502514.9386098,1513502515.2621784,683
query,1513502515.262182,1513502516.5441608,66
query,1513502516.544165,1513502517.1323144,802
query,1513502517.1323183,1513502517.3121028,95
query,1513502517.3121064,1513502517.8347,451
query,1513502517.834704,1513502517.9951851,20
query,1513502517.9951887,1513502518.7593982,73
query,1513502518.7594025,1513502518.922829,60
query,1513502518.9228327,1513502519.9488983,59
query,1513502519.948941,1513502520.251375,327
query,1513502520.261618,1513502520.5025852,352
query,1513502520.5025907,1513502521.1682818,58
query,1513502521.1682875,1513502521.976189,735
query,1513502521.9761932,1513502522.1273735,60
query,1513502522.1273766,1513502523.4067886,68
query,1513502523.4067929,1513502524.570445,64
query,1513502524.5704484,1513502525.8496976,55
query,1513502525.8497016,1513502527.214265,66
query,1513502527.2142835,1513502528.5003486,62
query,1513502528.5003536,1513502528.6936603,18
query,1513502528.6936634,1513502528.8769414,26
query,1513502528.8769453,1513502529.4763443,1419
query,1513502529.4763494,1513502529.6451986,329
query,1513502529.645201,1513502530.2462122,1170
query,1513502530.2462168,1513502530.6905618,644
query,1513502530.6905665,1513502530.8560917,9
query,1513502530.856097,1513502531.1577039,888
query,1513502531.1577082,1513502531.5460153,717
query,1513502531.5460193,1513502531.797662,1155
query,1513502531.797712,1513502532.463643,1621
query,1513502532.4760113,1513502533.2657554,1387
query,1513502533.26576,1513502534.026957,1394
query,1513502534.0269616,1513502535.2342777,2052
query,1513502535.2342825,1513502535.453538,300
query,1513502535.4535446,1513502536.0654109,1518
query,1513502536.0654156,1513502536.8794494,1086
query,1513502536.8794534,1513502538.147779,2102
query,1513502538.1477833,1513502538.3222654,78
query,1513502538.3222697,1513502538.473313,11
query,1513502538.473318,1513502538.8811219,934
query,1513502538.8811257,1513502539.00715,0
query,1513502539.0071537,1513502540.1171324,1709
query,1513502540.1171377,1513502540.4940157,1044
query,1513502540.4940197,1513502540.7463057,402
query,1513502540.7463102,1513502541.0544798,802
query,1513502541.0544837,1513502541.3220327,1264
query,1513502541.3220382,1513502541.8819582,1420
query,1513502541.8819637,1513502542.3067758,654
query,1513502542.3067818,1513502542.6541648,101
query,1513502542.6542044,1513502542.8997693,26
query,1513502542.9137707,1513502543.2205937,721
query,1513502543.2205966,1513502544.5116177,1876
query,1513502544.511623,1513502544.9847221,1419
query,1513502544.9847262,1513502545.2210302,195
query,1513502545.2210345,1513502545.4827504,757
query,1513502545.4827547,1513502545.6940515,576
query,1513502545.6940567,1513502546.5631847,1552
query,1513502546.5631888,1513502547.0270827,1530
query,1513502547.0270867,1513502547.2667785,599
query,1513502547.2667813,1513502547.695993,1243
query,1513502547.6959972,1513502548.558502,1530
query,1513502548.5585053,1513502548.6997607,1
query,1513502548.6997643,1513502548.9888227,635
query,1513502548.988827,1513502549.4890113,659
query,1513502549.4890141,1513502549.991663,641
query,1513502549.9916663,1513502550.1084836,1
query,1513502550.1084874,1513502550.2924993,164
query,1513502550.2925034,1513502550.4894705,1100
query,1513502550.489474,1513502550.6913307,419
query,1513502550.6913757,1513502551.125581,1314
query,1513502551.1379979,1513502551.3535278,187
query,1513502551.3535318,1513502551.594918,770
query,1513502551.5949218,1513502551.7692263,40
query,1513502551.7692294,1513502552.096161,1319
query,1513502552.096165,1513502552.2673066,261
query,1513502552.2673104,1513502552.3757188,0
query,1513502552.3757224,1513502552.9987192,1882
query,1513502552.9987237,1513502553.1962883,189
query,1513502553.196292,1513502553.4015787,743
query,1513502553.4015827,1513502553.8625724,732
query,1513502553.8625767,1513502554.1272,242
query,1513502554.127204,1513502554.3126569,144
query,1513502554.3126628,1513502554.5702026,64
query,1513502554.570206,1513502554.8080745,29
query,1513502554.808079,1513502555.398577,1346
query,1513502555.398582,1513502555.687757,412
query,1513502555.6877613,1513502556.24947,1632
query,1513502556.2494745,1513502556.8284495,1407
query,1513502556.8284552,1513502557.609624,1760
query,1513502557.6097112,1513502557.9441824,59
query,1513502557.9576664,1513502558.402849,752
query,1513502558.4028525,1513502558.9473834,745
query,1513502558.9473865,1513502559.129985,131
query,1513502559.129989,1513502559.3684657,1148
query,1513502559.36847,1513502559.9707444,724
query,1513502559.9707482,1513502560.797543,1725
query,1513502560.7975476,1513502561.1109505,1130
query,1513502561.1109533,1513502561.2634463,37
query,1513502561.26345,1513502562.2449512,1712
query,1513502562.2449539,1513502562.5924351,1114
query,1513502562.5924387,1513502563.0566506,1337
query,1513502563.0566535,1513502563.393579,251
