tables,1513191312.2013252,1513191928.9206877
query,1513191928.9211013,1513191929.0885835,1083
query,1513191929.1042044,1513191929.1935105,1108
query,1513191929.1935148,1513191929.2792242,490
query,1513191929.2792282,1513191929.3546255,296
query,1513191929.3546298,1513191929.437983,1075
query,1513191929.4379866,1513191929.5083773,139
query,1513191929.5083816,1513191929.574049,483
query,1513191929.5740528,1513191929.6851053,226
query,1513191929.685109,1513191929.7553117,573
query,1513191929.7553155,1513191929.828706,254
query,1513191929.82871,1513191929.8761678,1
query,1513191929.8761716,1513191929.9559534,159
query,1513191929.9559577,1513191930.0397317,722
query,1513191930.039736,1513191930.1278334,226
query,1513191930.1278372,1513191930.2299132,624
query,1513191930.2299173,1513191930.319181,471
query,1513191930.3191848,1513191930.394353,778
query,1513191930.394357,1513191930.4740503,1092
query,1513191930.4740553,1513191930.56317,226
query,1513191930.5631738,1513191930.636811,138
query,1513191930.636854,1513191930.72819,245
query,1513191930.7414308,1513191930.8207998,226
query,1513191930.8208048,1513191930.9429018,233
query,1513191930.9429064,1513191931.019528,1119
query,1513191931.0195312,1513191931.147529,226
query,1513191931.1475325,1513191931.232535,156
query,1513191931.23254,1513191931.3194072,1604
query,1513191931.3194122,1513191931.3888483,251
query,1513191931.3888528,1513191931.4654205,103
query,1513191931.465426,1513191931.5419397,728
query,1513191931.5419433,1513191931.619497,829
query,1513191931.6195016,1513191931.6949744,359
query,1513191931.694979,1513191931.7675745,732
query,1513191931.7675796,1513191931.845291,828
query,1513191931.8452966,1513191931.919543,468
query,1513191931.9195476,1513191932.0041223,226
query,1513191932.0041263,1513191932.0832002,274
query,1513191932.083205,1513191932.160135,1027
query,1513191932.1601396,1513191932.3318815,228
query,1513191932.3318856,1513191932.4451358,806
query,1513191932.445168,1513191932.517608,789
query,1513191932.531504,1513191932.61063,1274
query,1513191932.6106334,1513191932.6807082,248
query,1513191932.680713,1513191932.7533789,399
query,1513191932.753383,1513191932.82326,226
query,1513191932.8232656,1513191932.8929782,226
query,1513191932.892983,1513191932.9851553,243
query,1513191932.9851604,1513191933.0697224,960
query,1513191933.0697267,1513191933.159661,499
query,1513191933.159665,1513191933.2261157,229
query,1513191933.2261198,1513191933.2878273,658
query,1513191933.2878315,1513191933.3511105,30
query,1513191933.351114,1513191933.4266474,721
query,1513191933.4266517,1513191933.4932127,537
query,1513191933.4932168,1513191933.5722084,7
query,1513191933.5722127,1513191933.6463516,655
query,1513191933.6463554,1513191933.7232022,1398
query,1513191933.7232063,1513191933.782876,145
query,1513191933.78288,1513191933.8466432,55
query,1513191933.8466477,1513191933.9194553,594
query,1513191933.9195008,1513191934.020839,226
query,1513191934.0354035,1513191934.1106741,786
query,1513191934.1106777,1513191934.1764991,615
query,1513191934.176504,1513191934.2505646,723
query,1513191934.2505686,1513191934.3216498,1066
query,1513191934.3216543,1513191934.3815026,355
query,1513191934.3815074,1513191934.45663,1054
query,1513191934.4566343,1513191934.5320392,783
query,1513191934.5320432,1513191934.6027484,536
query,1513191934.6027536,1513191934.691299,1195
query,1513191934.691303,1513191934.7823844,226
query,1513191934.7823884,1513191934.8593826,1486
query,1513191934.8593864,1513191934.934526,900
query,1513191934.9345295,1513191935.0107338,1434
