tables,1513476868.1679235,1513477825.246859
query,1513477825.2477372,1513477825.6868072,80
query,1513477825.6990578,1513477825.9717383,275
query,1513477825.9717426,1513477826.1997137,239
query,1513477826.1997178,1513477826.4297976,90
query,1513477826.4298022,1513477826.652949,13
query,1513477826.6529543,1513477826.8439238,482
query,1513477826.8439276,1513477827.0437994,6
query,1513477827.043804,1513477827.2325234,25
query,1513477827.2325273,1513477827.4644449,77
query,1513477827.4644506,1513477827.6682546,17
query,1513477827.6682584,1513477827.9180443,91
query,1513477827.9180481,1513477828.2649114,351
query,1513477828.264916,1513477828.7321184,91
query,1513477828.7321212,1513477828.9920163,460
query,1513477828.9920204,1513477829.213362,73
query,1513477829.2133658,1513477829.4528742,271
query,1513477829.4528904,1513477829.6974747,2
query,1513477829.697478,1513477829.908967,93
query,1513477829.9089713,1513477830.0874217,9
query,1513477830.0874255,1513477830.3108535,90
query,1513477830.3113947,1513477830.55186,113
query,1513477830.564745,1513477830.764594,223
query,1513477830.7645984,1513477830.9678402,91
query,1513477830.9678447,1513477831.222098,610
query,1513477831.2221022,1513477831.5153165,37
query,1513477831.5153208,1513477831.8388703,91
query,1513477831.8388753,1513477832.0691326,91
query,1513477832.0691369,1513477832.2991862,91
query,1513477832.2991898,1513477832.5286539,91
query,1513477832.528659,1513477832.8247662,91
query,1513477832.824794,1513477833.008272,4
query,1513477833.0082767,1513477833.2312026,8
query,1513477833.2312071,1513477833.4847531,856
query,1513477833.4847577,1513477833.7213306,37
query,1513477833.7213356,1513477834.0018883,608
query,1513477834.0018947,1513477834.1934204,384
query,1513477834.1934245,1513477834.3556926,1
query,1513477834.3556967,1513477834.5741055,450
query,1513477834.5741117,1513477834.7876217,415
query,1513477834.7876256,1513477835.0231156,232
query,1513477835.0231752,1513477835.2899954,920
query,1513477835.2987933,1513477835.585458,749
query,1513477835.5854623,1513477835.8409584,653
query,1513477835.8409636,1513477836.0767455,1053
query,1513477836.0767486,1513477836.3975348,53
query,1513477836.3975394,1513477836.6885388,709
query,1513477836.6885433,1513477836.9285638,700
query,1513477836.928568,1513477837.2035832,1119
query,1513477837.2035875,1513477837.4372652,1
query,1513477837.4372692,1513477837.6144912,2
query,1513477837.6144962,1513477837.8952281,337
query,1513477837.895232,1513477838.0369592,0
query,1513477838.0369637,1513477838.261656,1066
query,1513477838.2616599,1513477838.4796185,409
query,1513477838.4796224,1513477838.712653,338
query,1513477838.7126565,1513477838.9035673,260
query,1513477838.9035704,1513477839.131553,161
query,1513477839.131558,1513477839.3685265,582
query,1513477839.36853,1513477839.5915527,402
query,1513477839.5915568,1513477839.7960207,3
query,1513477839.7960553,1513477839.9883215,0
query,1513477839.9911618,1513477840.2723167,172
query,1513477840.272321,1513477840.601306,1039
query,1513477840.601311,1513477840.7767293,589
query,1513477840.776733,1513477841.0014305,104
query,1513477841.0014346,1513477841.2045841,476
query,1513477841.2045872,1513477841.385466,99
query,1513477841.3854702,1513477841.621816,1200
query,1513477841.6218188,1513477841.8425817,714
query,1513477841.8425846,1513477842.0200925,47
query,1513477842.0200953,1513477842.2178898,522
query,1513477842.2178943,1513477842.4672759,810
query,1513477842.467279,1513477842.621467,1
query,1513477842.6214702,1513477842.8433824,155
query,1513477842.8433862,1513477843.0330675,447
query,1513477843.0330703,1513477843.2621002,350
query,1513477843.2621052,1513477843.4526615,0
query,1513477843.4526656,1513477843.7096415,28
query,1513477843.7096467,1513477843.936148,132
query,1513477843.9361527,1513477844.2033513,148
query,1513477844.2033985,1513477844.5395367,483
query,1513477844.5514035,1513477844.775647,83
query,1513477844.775651,1513477844.9760127,314
query,1513477844.9760165,1513477845.1883287,5
query,1513477845.188332,1513477845.3951902,449
query,1513477845.3951938,1513477845.5947998,37
query,1513477845.5948038,1513477845.8221767,0
query,1513477845.8221807,1513477846.0295143,607
query,1513477846.0295198,1513477846.2177625,47
query,1513477846.2177658,1513477846.4667788,324
query,1513477846.4667826,1513477846.887213,313
query,1513477846.887217,1513477847.1171603,34
query,1513477847.1171649,1513477847.3574939,15
query,1513477847.357498,1513477847.6034977,91
query,1513477847.6035028,1513477847.8192158,1
query,1513477847.8192198,1513477848.1053677,587
query,1513477848.1053715,1513477848.3366888,173
query,1513477848.3366926,1513477848.5509024,509
query,1513477848.5509064,1513477848.7688954,584
query,1513477848.7689,1513477848.985781,908
query,1513477848.9858212,1513477849.20726,2
query,1513477849.2203302,1513477849.5573385,363
query,1513477849.5573425,1513477849.9353588,414
query,1513477849.9353626,1513477850.1561139,54
query,1513477850.1561177,1513477850.395046,149
query,1513477850.3950496,1513477850.6543202,491
query,1513477850.6543238,1513477850.8490682,972
query,1513477850.8490741,1513477851.05071,202
query,1513477851.0507145,1513477851.257232,4
query,1513477851.2572355,1513477851.5009663,1007
query,1513477851.5009704,1513477851.7686262,221
query,1513477851.768631,1513477852.0639164,297
query,1513477852.0639203,1513477852.3056808,120
query,1513477852.3056853,1513477852.529069,99
query,1513477852.5290732,1513477852.7267199,202
query,1513477852.7267246,1513477852.940258,6
query,1513477852.9402611,1513477853.2367146,101
query,1513477853.236718,1513477853.4690325,1104
query,1513477853.469036,1513477853.675179,274
query,1513477853.6751823,1513477853.939041,17
query,1513477853.9390783,1513477854.279721,49
