tables,1513470566.5647075,1513471241.3675785
query,1513471241.368087,1513471241.7571003,82
query,1513471241.7701027,1513471242.0178263,464
query,1513471242.017832,1513471242.2067182,635
query,1513471242.2067242,1513471242.3354023,85
query,1513471242.3354082,1513471242.525731,23
query,1513471242.5257368,1513471242.8171422,523
query,1513471242.8171458,1513471243.0973935,7
query,1513471243.0973983,1513471243.340159,25
query,1513471243.3401625,1513471243.5297184,114
query,1513471243.5297241,1513471243.73881,27
query,1513471243.738815,1513471243.9853163,78
query,1513471243.985323,1513471244.2020047,651
query,1513471244.2020102,1513471244.3742979,78
query,1513471244.3743043,1513471244.589341,570
query,1513471244.589345,1513471244.8051605,96
query,1513471244.805166,1513471245.0016418,391
query,1513471245.0016463,1513471245.2157822,13
query,1513471245.2157881,1513471245.436439,80
query,1513471245.4364457,1513471245.6036215,33
query,1513471245.6036258,1513471245.8677702,78
query,1513471245.8678317,1513471246.116088,150
query,1513471246.123974,1513471246.3204346,347
query,1513471246.320439,1513471246.5854843,82
query,1513471246.5854874,1513471246.8236861,623
query,1513471246.82369,1513471247.0096817,49
query,1513471247.0096867,1513471247.2135065,78
query,1513471247.2135124,1513471247.4652402,78
query,1513471247.4652455,1513471247.6794636,78
query,1513471247.679468,1513471247.969154,78
query,1513471247.9691594,1513471248.1815345,78
query,1513471248.18154,1513471248.3798354,5
query,1513471248.3798444,1513471248.5305126,17
query,1513471248.5305183,1513471248.8800545,956
query,1513471248.8800595,1513471249.0530412,204
query,1513471249.053045,1513471249.2930071,778
query,1513471249.2930126,1513471249.557436,422
query,1513471249.5574415,1513471249.707329,1
query,1513471249.707333,1513471249.8769014,518
query,1513471249.876906,1513471250.1201844,395
query,1513471250.1201892,1513471250.2950776,302
query,1513471250.2951388,1513471250.5323472,985
query,1513471250.540153,1513471250.7534037,859
query,1513471250.753408,1513471250.9353054,825
query,1513471250.9353108,1513471251.1256862,1410
query,1513471251.125691,1513471251.3180819,152
query,1513471251.318087,1513471251.5458853,899
query,1513471251.5458913,1513471251.7132187,801
query,1513471251.7132242,1513471251.991884,1397
query,1513471251.991889,1513471252.2312098,1
query,1513471252.2312138,1513471252.4482868,6
