tables,1513139583.6361272,1513141097.4329681
query,1513141097.4339666,1513141097.6953151,75
query,1513141097.7109478,1513141098.1490235,624
query,1513141098.1490285,1513141098.4147782,605
query,1513141098.4147835,1513141098.7043264,77
query,1513141098.7043319,1513141098.8338993,30
query,1513141098.8339047,1513141099.0968618,1115
query,1513141099.0968661,1513141099.2101035,42
query,1513141099.2101078,1513141099.3083308,42
query,1513141099.3083353,1513141099.4311538,135
query,1513141099.4311588,1513141099.5468693,60
query,1513141099.5468743,1513141100.5875123,71
query,1513141100.5875165,1513141100.7829964,789
query,1513141100.7830007,1513141101.7984102,71
query,1513141101.7984145,1513141102.1294422,748
query,1513141102.1294467,1513141102.26761,78
query,1513141102.2676146,1513141102.5982385,489
query,1513141102.5982425,1513141102.7077801,21
query,1513141102.7077835,1513141103.3344233,77
query,1513141103.334429,1513141103.4800663,106
query,1513141103.4800723,1513141104.2499745,56
query,1513141104.2500088,1513141104.466712,373
query,1513141104.4795828,1513141104.647106,415
query,1513141104.6471114,1513141105.000558,57
query,1513141105.0005634,1513141105.4153237,791
query,1513141105.4153287,1513141105.542741,81
query,1513141105.5427487,1513141106.3924851,70
query,1513141106.3924894,1513141107.5484114,69
query,1513141107.5484161,1513141108.3918731,49
query,1513141108.3918777,1513141109.3118181,69
query,1513141109.3118222,1513141110.3066359,62
query,1513141110.3066413,1513141110.4194624,27
query,1513141110.419466,1513141110.5480056,40
query,1513141110.5480099,1513141110.9201279,1874
query,1513141110.9201322,1513141111.0758898,753
query,1513141111.0759046,1513141111.482032,1449
query,1513141111.4820356,1513141111.7847323,857
query,1513141111.7847366,1513141111.8953335,4
query,1513141111.8953378,1513141112.0777671,1071
query,1513141112.077771,1513141112.4914024,675
query,1513141112.491407,1513141112.6457062,383
query,1513141112.6457477,1513141113.202504,1716
query,1513141113.214002,1513141113.6976516,1506
query,1513141113.697656,1513141114.1348095,1162
query,1513141114.1348166,1513141114.7615707,1927
query,1513141114.7615757,1513141114.915818,354
query,1513141114.9158232,1513141115.3344462,1420
query,1513141115.3344502,1513141115.8273435,1189
query,1513141115.827348,1513141116.676087,2117
query,1513141116.676092,1513141116.7721858,84
query,1513141116.77219,1513141116.9108412,57
query,1513141116.9108586,1513141117.1597855,865
query,1513141117.1597912,1513141117.2596245,0
query,1513141117.259628,1513141118.1727624,2138
query,1513141118.1727662,1513141118.3968563,1003
query,1513141118.3968608,1513141118.5764608,497
query,1513141118.5764654,1513141118.8282557,631
query,1513141118.8282602,1513141119.048382,897
query,1513141119.0483868,1513141119.4519453,1141
query,1513141119.4519484,1513141119.6944647,756
query,1513141119.69447,1513141119.8279424,280
query,1513141119.8279815,1513141120.013954,10
query,1513141120.029291,1513141120.1854453,792
query,1513141120.1854491,1513141120.9669204,2234
query,1513141120.9669251,1513141121.285187,1463
query,1513141121.2851915,1513141121.43985,191
query,1513141121.4398541,1513141121.5971491,564
query,1513141121.5971541,1513141121.8064036,337
query,1513141121.8064086,1513141122.579797,1899
query,1513141122.579801,1513141122.8257914,1427
query,1513141122.8257947,1513141122.9655256,311
query,1513141122.965529,1513141123.2975185,1277
query,1513141123.2975225,1513141123.9266162,1502
query,1513141123.9266205,1513141124.0673735,4
query,1513141124.067378,1513141124.3504064,601
query,1513141124.350411,1513141124.6373103,703
query,1513141124.637314,1513141124.9582,574
query,1513141124.9582047,1513141125.063056,2
query,1513141125.0630593,1513141125.1846366,632
query,1513141125.1846406,1513141125.4047446,1089
query,1513141125.4047563,1513141125.5849612,373
query,1513141125.5850086,1513141125.8545659,1322
query,1513141125.8643458,1513141126.0083447,235
query,1513141126.008349,1513141126.172721,1186
query,1513141126.1727247,1513141126.3108115,24
query,1513141126.3108149,1513141126.56557,1369
query,1513141126.565573,1513141126.7179797,360
query,1513141126.717985,1513141126.793858,0
query,1513141126.7938607,1513141127.2066944,1732
query,1513141127.206698,1513141127.3405302,354
query,1513141127.3405337,1513141127.5624766,1048
query,1513141127.562481,1513141127.7882943,655
query,1513141127.7882988,1513141127.9815557,219
query,1513141127.9815595,1513141128.1197176,521
query,1513141128.1197233,1513141128.2764142,141
query,1513141128.2764184,1513141128.411521,40
query,1513141128.4115255,1513141128.6983576,1480
query,1513141128.698362,1513141128.8970006,458
query,1513141128.897005,1513141129.2160661,1237
query,1513141129.2160692,1513141129.547363,1178
query,1513141129.5473678,1513141130.1782236,1884
query,1513141130.178311,1513141130.3235002,26
query,1513141130.3335977,1513141130.6353283,686
query,1513141130.6353333,1513141130.9459348,655
query,1513141130.9459388,1513141131.074981,150
query,1513141131.0749848,1513141131.2595139,1090
query,1513141131.2595189,1513141131.707009,763
query,1513141131.7070146,1513141132.22201,1938
query,1513141132.2220137,1513141132.4600708,1228
query,1513141132.4600742,1513141132.5867918,21
query,1513141132.5867946,1513141133.2088573,1948
query,1513141133.2088623,1513141133.4095535,1069
query,1513141133.4095597,1513141133.6620657,1140
query,1513141133.6620703,1513141133.798001,224
query,1513141133.7980042,1513141134.0147796,572
query,1513141134.014784,1513141134.193242,582
query,1513141134.1932466,1513141134.3478498,236
query,1513141134.3478534,1513141134.5475535,841
query,1513141134.547558,1513141135.1374989,2237
query,1513141135.1375027,1513141135.3203237,435
query,1513141135.320328,1513141135.4823895,75
query,1513141135.4824367,1513141135.7023618,189
query,1513141135.715538,1513141135.8872728,215
query,1513141135.887277,1513141136.3231652,1853
query,1513141136.3231714,1513141136.4286897,12
query,1513141136.428693,1513141136.6503859,706
query,1513141136.6503901,1513141136.9576364,1050
query,1513141136.95764,1513141137.1358407,128
query,1513141137.1358447,1513141137.7419152,1986
query,1513141137.7419198,1513141137.8553712,400
query,1513141137.8553753,1513141138.357568,1856
query,1513141138.3575723,1513141138.577926,1072
query,1513141138.5779305,1513141139.1898494,1044
query,1513141139.1898527,1513141139.365612,249
query,1513141139.3656156,1513141139.5073016,470
query,1513141139.507306,1513141140.1361215,1909
query,1513141140.136126,1513141140.2979345,21
query,1513141140.2979383,1513141140.4425442,212
query,1513141140.4425483,1513141140.835465,1429
query,1513141140.8354707,1513141140.9860048,680
query,1513141140.9860096,1513141141.3623903,542
query,1513141141.3624313,1513141141.5894496,580
query,1513141141.598482,1513141141.8893616,1492
query,1513141141.889364,1513141142.0837927,464
query,1513141142.083797,1513141142.4835522,217
query,1513141142.4835565,1513141142.8679485,1537
query,1513141142.8679526,1513141143.7256076,2237
query,1513141143.7256112,1513141143.9442992,513
query,1513141143.9443028,1513141144.103865,529
query,1513141144.1038692,1513141144.7269857,1306
query,1513141144.7269897,1513141144.9546716,950
query,1513141144.9546754,1513141145.1279757,847
query,1513141145.1279793,1513141145.2192583,1
query,1513141145.2192624,1513141145.4107876,716
query,1513141145.4107912,1513141145.5352132,212
query,1513141145.5352175,1513141145.647396,27
query,1513141145.647401,1513141145.8090506,97
query,1513141145.8090544,1513141146.0151148,1170
query,1513141146.015118,1513141146.2688558,1016
query,1513141146.268861,1513141147.0511882,2091
query,1513141147.0511925,1513141147.4910145,1796
query,1513141147.491057,1513141147.7575912,525
query,1513141147.769712,1513141148.0859494,1550
query,1513141148.0859532,1513141148.4509661,717
query,1513141148.4509702,1513141148.685645,612
query,1513141148.6856494,1513141148.837461,124
query,1513141148.8374646,1513141148.9745495,731
query,1513141148.974554,1513141149.2593925,1135
query,1513141149.2593968,1513141150.148386,1950
query,1513141150.1483917,1513141150.344634,566
query,1513141150.3446386,1513141150.4909809,144
query,1513141150.4909854,1513141150.8168867,1613
query,1513141150.816891,1513141151.0045433,277
query,1513141151.0045578,1513141151.1449163,378
query,1513141151.1449213,1513141151.6321049,959
query,1513141151.632109,1513141152.132825,1815
query,1513141152.132828,1513141152.7185733,1805
query,1513141152.7185776,1513141152.854428,330
query,1513141152.8544326,1513141152.9996815,42
query,1513141152.999686,1513141153.3017814,1793
query,1513141153.301785,1513141153.6588545,1515
query,1513141153.6588957,1513141153.8755608,440
query,1513141153.8892016,1513141154.1355035,618
query,1513141154.1355062,1513141154.4023843,1328
query,1513141154.4023876,1513141154.877501,1807
query,1513141154.877505,1513141155.362157,1090
query,1513141155.3621595,1513141155.6142578,908
query,1513141155.614262,1513141155.8749285,510
query,1513141155.874933,1513141156.0375938,33
