tables,1510363046.4017732,1510403670.1393113
query,1510403670.1394112,1510403670.7939818,1510403670.1394782,1510403670.7933786,1510403670.3203485,19560,19560.0,19560
query,1510403670.7954316,1510403672.1740232,1510403670.7954397,1510403672.1733696,1510403670.9739347,30990,30990.0,30990
query,1510403672.1754286,1510403672.3109267,1510403672.175438,1510403672.3104143,1510403672.210144,9010,9010.0,9010
query,1510403672.3122945,1510403672.4078815,1510403672.3123026,1510403672.4074519,1510403672.3450236,4914,4914.0,4914
query,1510403672.4080064,1510403672.7212503,1510403672.408012,1510403672.7206242,1510403672.4533718,23894,23894.0,23894
query,1510403672.7226498,1510403672.768985,1510403672.722658,1510403672.7686007,1510403672.7518651,2006,2006.0,2006
query,1510403672.7690938,1510403672.8065963,1510403672.7690988,1510403672.806277,1510403672.8003075,142,142.0,142
query,1510403672.8067038,1510403675.7628667,1510403672.806709,1510403675.7623801,1510403674.2384512,8728,8728.0,8728
query,1510403675.7629917,1510403675.798835,1510403675.7629976,1510403675.7984886,1510403675.7892659,1261,1261.0,1261
query,1510403675.7989457,1510403675.838754,1510403675.798951,1510403675.8383782,1510403675.82143,2786,2786.0,2786
query,1510403675.838874,1510403675.8598154,1510403675.83888,1510403675.8597515,1510403675.8595884,0,0.0,0
query,1510403675.8598933,1510403675.8901482,1510403675.8598976,1510403675.8898315,1510403675.8830085,230,230.0,230
query,1510403675.8906524,1510403676.6614194,1510403675.8906589,1510403676.6608677,1510403676.0410583,20027,20027.0,20027
query,1510403676.6615448,1510403677.856939,1510403676.6615505,1510403677.8564417,1510403676.9315968,8726,8726.0,8726
query,1510403677.8570576,1510403677.9373984,1510403677.857063,1510403677.9369583,1510403677.8755043,10482,10482.0,10482
query,1510403677.9375153,1510403677.9851515,1510403677.937527,1510403677.9847188,1510403677.957985,7521,7521.0,7521
query,1510403677.9852626,1510403678.3412988,1510403677.9852684,1510403678.340708,1510403678.028108,20234,20234.0,20234
query,1510403678.3414266,1510403678.6619985,1510403678.3414326,1510403678.661382,1510403678.3674972,22934,22934.0,22934
query,1510403678.6621246,1510403680.3993022,1510403678.662131,1510403680.398842,1510403678.963596,8729,8729.0,8729
query,1510403680.3994157,1510403680.433508,1510403680.399421,1510403680.4331663,1510403680.4210272,2408,2408.0,2408
query,1510403680.4423666,1510403680.7007744,1510403680.4423816,1510403680.7003455,1510403680.494336,7897,7897.0,7897
query,1510403680.7008939,1510403682.4804647,1510403680.7008991,1510403682.4799,1510403680.9615948,8729,8729.0,8729
query,1510403682.4805877,1510403682.5014305,1510403682.4805932,1510403682.5011373,1510403682.5000885,163,163.0,163
query,1510403682.5015798,1510403683.5903866,1510403682.5015855,1510403683.589806,1510403682.5645812,32088,32088.0,32088
query,1510403683.590499,1510403684.3838124,1510403683.5905046,1510403684.3833644,1510403683.871921,8714,8714.0,8714
query,1510403684.3839023,1510403684.4042916,1510403684.3839073,1510403684.4039984,1510403684.4003785,397,397.0,397
query,1510403684.404395,1510403685.2195308,1510403684.4044,1510403685.2188816,1510403684.6130838,35660,35660.0,35660
query,1510403685.2196608,1510403685.2428787,1510403685.2196665,1510403685.2425518,1510403685.237431,537,537.0,537
query,1510403685.2429812,1510403685.2608414,1510403685.2429867,1510403685.26048,1510403685.2577586,266,266.0,266
query,1510403685.2609398,1510403685.8956554,1510403685.2609453,1510403685.8950946,1510403685.306593,20426,20426.0,20426
query,1510403685.895773,1510403686.2824173,1510403685.895779,1510403686.2818525,1510403685.9345977,20821,20821.0,20821
query,1510403686.2825356,1510403686.3325834,1510403686.2825413,1510403686.3321712,1510403686.3012307,6861,6861.0,6861
query,1510403686.3326888,1510403686.7731102,1510403686.3326945,1510403686.772505,1510403686.3746858,25199,25199.0,25199
query,1510403686.7732263,1510403687.0498688,1510403686.7732322,1510403687.0492957,1510403686.7986817,18190,18190.0,18190
query,1510403687.0499754,1510403687.1280303,1510403687.0499809,1510403687.1273277,1510403687.0645945,11798,11798.0,11798
query,1510403687.128183,1510403688.676057,1510403687.1281927,1510403688.6755946,1510403687.3910542,8732,8732.0,8732
query,1510403688.6761484,1510403688.7158802,1510403688.6761534,1510403688.715485,1510403688.691203,6350,6350.0,6350
query,1510403688.715984,1510403689.2614012,1510403688.7159894,1510403689.2608275,1510403688.7546463,23576,23576.0,23576
query,1510403689.2615366,1510403690.0410175,1510403689.261543,1510403690.0405364,1510403689.4624655,8853,8853.0,8853
query,1510403690.0411074,1510403690.5785012,1510403690.0411124,1510403690.577939,1510403690.084284,20068,20068.0,20068
query,1510403690.585734,1510403690.7618215,1510403690.5857465,1510403690.7613142,1510403690.6100147,16854,16854.0,16854
query,1510403690.7619326,1510403691.8549762,1510403690.761938,1510403691.854388,1510403690.8774166,37297,37297.0,37297
query,1510403691.8550904,1510403691.8824584,1510403691.855096,1510403691.882093,1510403691.8661888,3263,3263.0,3263
query,1510403691.882548,1510403691.9689364,1510403691.8825529,1510403691.968456,1510403691.9042182,9815,9815.0,9815
query,1510403691.9690428,1510403693.3864105,1510403691.9690483,1510403693.3858657,1510403692.2325003,8724,8724.0,8724
query,1510403693.3865228,1510403695.2431674,1510403693.3865285,1510403695.2426262,1510403693.6659937,8730,8730.0,8730
query,1510403695.243259,1510403695.2871292,1510403695.243264,1510403695.286775,1510403695.2575734,4939,4939.0,4939
query,1510403695.287233,1510403695.5025253,1510403695.2872381,1510403695.501881,1510403695.323061,16399,16399.0,16399
query,1510403695.5026548,1510403695.5314898,1510403695.5026612,1510403695.531107,1510403695.518931,1615,1615.0,1615
