tables,1508945671.0998058,1508946805.9528663
query,1508946805.9531639,1508946806.280872,727
query,1508946806.2947743,1508946806.615718,4237
query,1508946806.6157224,1508946806.8245559,4931
query,1508946806.82456,1508946806.9175417,2317
query,1508946806.9175456,1508946806.9622743,394
query,1508946806.9622784,1508946807.1688888,8371
query,1508946807.1688921,1508946807.2110014,59
query,1508946807.2110052,1508946807.2402914,155
query,1508946807.240295,1508946807.3310091,1528
query,1508946807.331013,1508946807.401272,556
query,1508946807.4012759,1508946807.5833116,2356
query,1508946807.5833156,1508946807.6895337,3096
query,1508946807.6895373,1508946807.9163408,2371
query,1508946807.9163444,1508946808.3438644,15437
query,1508946808.343868,1508946808.3891237,1057
query,1508946808.3891268,1508946808.497273,2762
query,1508946808.497277,1508946808.527343,331
query,1508946808.5273466,1508946808.62009,2301
query,1508946808.6200938,1508946808.658559,92
query,1508946808.6585624,1508946808.7360773,139
query,1508946808.7361233,1508946808.809375,1323
query,1508946808.8231797,1508946808.928974,4017
query,1508946808.9289773,1508946808.9720104,347
query,1508946808.9720137,1508946809.3490098,15458
query,1508946809.349014,1508946809.417356,979
query,1508946809.4173596,1508946809.5840375,2365
query,1508946809.5840414,1508946809.7146564,2353
query,1508946809.7146602,1508946809.7932634,2038
query,1508946809.7932673,1508946809.9318166,2348
query,1508946809.9318202,1508946810.005574,2290
query,1508946810.005577,1508946810.0200002,2
query,1508946810.0200057,1508946810.0500536,59
query,1508946810.0500598,1508946810.4215949,15699
query,1508946810.4216008,1508946810.5237918,1118
query,1508946810.5237968,1508946810.8958812,15722
query,1508946810.895887,1508946811.172256,6918
query,1508946811.1722617,1508946811.2335296,6
query,1508946811.233534,1508946811.3310056,2452
query,1508946811.3310106,1508946811.6034276,7669
query,1508946811.6034322,1508946811.645075,1117
query,1508946811.6451135,1508946811.899044,8236
query,1508946811.9118712,1508946812.4395802,16594
query,1508946812.4395845,1508946812.9403646,16641
query,1508946812.9403696,1508946813.3256576,17505
query,1508946813.325662,1508946813.4148655,3232
query,1508946813.4148698,1508946813.6867142,12922
query,1508946813.6867185,1508946813.8800066,5831
query,1508946813.8800104,1508946814.1789043,10213
query,1508946814.1789079,1508946814.2134395,1
query,1508946814.2134433,1508946814.2624032,5
query,1508946814.262407,1508946814.4084206,5049
query,1508946814.4084241,1508946814.4182644,0
query,1508946814.4182675,1508946814.865913,17465
query,1508946814.8659165,1508946814.9458566,2551
query,1508946814.9458604,1508946815.041089,5378
query,1508946815.041093,1508946815.1516612,4437
query,1508946815.1516652,1508946815.2184615,3165
query,1508946815.2184658,1508946815.6083443,15575
query,1508946815.6083484,1508946815.7337062,6060
query,1508946815.73371,1508946815.777749,49
query,1508946815.7777977,1508946815.8206697,4
query,1508946815.834006,1508946815.8979704,2677
query,1508946815.8979745,1508946816.3103268,17685
query,1508946816.3103304,1508946816.5484655,10586
query,1508946816.5484695,1508946816.6212115,973
query,1508946816.621216,1508946816.733442,2023
query,1508946816.7334461,1508946816.8041463,2067
query,1508946816.8041506,1508946817.1985195,15858
query,1508946817.1985238,1508946817.3409708,8118
query,1508946817.3409743,1508946817.3852181,303
query,1508946817.3852217,1508946817.6433215,11094
query,1508946817.6433258,1508946817.8583252,8538
query,1508946817.8583293,1508946817.8720694,2
query,1508946817.8720732,1508946817.9416728,2509
query,1508946817.9416773,1508946818.1770947,7510
query,1508946818.1770985,1508946818.4058673,6663
query,1508946818.4058712,1508946818.4514403,1
query,1508946818.4514437,1508946818.5105205,694
query,1508946818.5105243,1508946818.5939631,813
query,1508946818.5939674,1508946818.654227,2192
query,1508946818.654269,1508946818.846398,4330
query,1508946818.8591144,1508946818.9095366,829
query,1508946818.9095404,1508946819.0003283,3197
query,1508946819.0003326,1508946819.0736148,55
query,1508946819.0736184,1508946819.287609,8697
query,1508946819.2876127,1508946819.3696918,299
query,1508946819.369696,1508946819.407141,0
query,1508946819.4071455,1508946819.7395177,17047
query,1508946819.7395217,1508946819.9382272,15152
query,1508946819.9382312,1508946819.9793215,1054
query,1508946819.979325,1508946820.103518,4626
query,1508946820.1035223,1508946820.174725,1583
query,1508946820.1747293,1508946820.2353075,680
query,1508946820.235311,1508946820.3509746,1965
query,1508946820.350979,1508946820.449425,371
query,1508946820.4494293,1508946820.9057279,17100
query,1508946820.905732,1508946821.0445518,3679
query,1508946821.044556,1508946821.219998,7683
query,1508946821.2200022,1508946821.3864353,8546
query,1508946821.3864396,1508946821.7894568,17400
query,1508946821.7895103,1508946821.8532891,100
query,1508946821.8658113,1508946822.1116617,7643
query,1508946822.1116652,1508946822.218693,4720
query,1508946822.2186966,1508946822.2865384,1745
query,1508946822.2865417,1508946822.334563,1380
query,1508946822.3345668,1508946822.4873028,4977
query,1508946822.4873066,1508946822.7428792,7839
query,1508946822.742883,1508946822.8980052,4204
query,1508946822.8980095,1508946822.9855099,132
query,1508946822.9855134,1508946823.4241877,18690
query,1508946823.4241912,1508946823.6059058,12496
query,1508946823.60591,1508946823.751491,2965
query,1508946823.7514951,1508946823.834076,2591
query,1508946823.8340795,1508946823.9095397,4033
query,1508946823.9095438,1508946823.962854,1687
query,1508946823.9628575,1508946824.0006406,288
query,1508946824.0006444,1508946824.110734,3211
query,1508946824.1107378,1508946824.36193,9302
query,1508946824.361934,1508946824.3911912,631
query,1508946824.3911948,1508946824.4133966,41
query,1508946824.4134355,1508946824.4570742,743
query,1508946824.4703157,1508946824.5767539,3298
query,1508946824.5767577,1508946825.0083475,18690
query,1508946825.008351,1508946825.0305624,8
query,1508946825.030566,1508946825.1829417,6968
query,1508946825.182946,1508946825.3978968,9218
query,1508946825.3979015,1508946825.4388626,190
query,1508946825.4388666,1508946825.8667467,11307
query,1508946825.8667502,1508946825.9116216,1599
query,1508946825.9116259,1508946826.5879946,14998
query,1508946826.587999,1508946826.6861234,5139
query,1508946826.6861274,1508946826.9220417,7118
query,1508946826.922046,1508946826.9813576,122
query,1508946826.9813623,1508946827.0747056,6216
query,1508946827.0747092,1508946827.4621706,18668
query,1508946827.4621747,1508946827.5136554,29
query,1508946827.5136595,1508946827.5739594,740
query,1508946827.5739632,1508946827.8536258,16996
query,1508946827.8536303,1508946827.9135835,355
query,1508946827.913588,1508946828.0830474,6852
query,1508946828.083083,1508946828.228898,6556
query,1508946828.2409992,1508946828.5522923,16978
query,1508946828.5522964,1508946828.665579,1942
query,1508946828.6655836,1508946828.8720322,3775
query,1508946828.8720357,1508946829.193775,8050
query,1508946829.1937788,1508946829.9936845,17097
query,1508946829.9936883,1508946830.118136,2084
query,1508946830.1181405,1508946830.183399,2892
query,1508946830.1834028,1508946830.6951232,8442
query,1508946830.6951268,1508946830.890539,9995
query,1508946830.8905425,1508946830.9526365,1918
query,1508946830.9526403,1508946830.9687028,0
query,1508946830.9687064,1508946831.0536087,3324
query,1508946831.053613,1508946831.0993457,510
query,1508946831.0993493,1508946831.1236675,30
query,1508946831.1236708,1508946831.151407,265
query,1508946831.151411,1508946831.2508826,4713
query,1508946831.2508872,1508946831.3616774,2973
query,1508946831.3616815,1508946831.841781,17361
query,1508946831.8417852,1508946832.2575994,16123
query,1508946832.2576385,1508946832.4089592,7492
query,1508946832.4230304,1508946832.549479,5706
query,1508946832.5494826,1508946832.8257039,6713
query,1508946832.8257074,1508946833.0221245,6615
query,1508946833.022128,1508946833.0479643,93
query,1508946833.0479686,1508946833.0760303,429
query,1508946833.0760336,1508946833.246561,7638
query,1508946833.2465649,1508946833.8759189,18861
query,1508946833.875923,1508946833.9799175,4258
query,1508946833.9799213,1508946834.0023265,262
query,1508946834.0023305,1508946834.2378135,7639
query,1508946834.2378173,1508946834.3560772,3743
query,1508946834.3560808,1508946834.5166116,11806
query,1508946834.5166152,1508946834.6718328,5756
query,1508946834.6718364,1508946834.8564892,8194
query,1508946834.8564932,1508946835.0598764,8853
query,1508946835.0598805,1508946835.1117866,2096
query,1508946835.1117907,1508946835.1693988,334
query,1508946835.169403,1508946835.356719,7332
query,1508946835.3567228,1508946835.4907942,6934
query,1508946835.4908314,1508946835.5814116,4045
query,1508946835.595178,1508946835.7268016,6201
query,1508946835.7268057,1508946835.8859851,8764
query,1508946835.885989,1508946836.1167648,12155
query,1508946836.116769,1508946836.2722435,7420
query,1508946836.2722473,1508946836.394513,5456
query,1508946836.394517,1508946836.4769337,3929
query,1508946836.4769373,1508946836.4972916,6
query,1508946836.4972956,1508946836.538683,103
query,1508946836.5386868,1508946836.916539,16652
query,1508946836.9165428,1508946836.9487662,499
query,1508946836.94877,1508946837.0055795,2750
query,1508946837.0055838,1508946837.0451264,4
query,1508946837.0451303,1508946837.1513937,5253
query,1508946837.1513972,1508946837.1576223,0
query,1508946837.1576252,1508946837.4720273,16996
query,1508946837.472032,1508946837.6642992,9108
query,1508946837.664304,1508946837.717861,1873
query,1508946837.7178643,1508946837.8810384,6718
query,1508946837.8810422,1508946838.2862065,9734
query,1508946838.286247,1508946838.3456466,1532
query,1508946838.3582897,1508946838.3858151,19
query,1508946838.3858187,1508946838.5558462,6541
query,1508946838.5558498,1508946838.6358042,3258
query,1508946838.6358085,1508946838.7883255,6239
query,1508946838.7883291,1508946838.9522183,6052
query,1508946838.952223,1508946839.2294302,9391
query,1508946839.229434,1508946839.2725847,356
query,1508946839.272588,1508946839.3109457,0
query,1508946839.3109493,1508946839.56261,7094
query,1508946839.5626144,1508946839.6038232,175
query,1508946839.6038265,1508946839.7521348,6298
query,1508946839.7521384,1508946840.096648,13982
query,1508946840.0966516,1508946840.1375258,1169
query,1508946840.1375294,1508946840.2483783,6151
query,1508946840.248382,1508946840.3954356,4614
query,1508946840.3954394,1508946840.419399,463
query,1508946840.4194026,1508946840.4699037,553
query,1508946840.4699073,1508946840.6142747,8682
query,1508946840.6142783,1508946840.661552,922
query,1508946840.6615942,1508946840.8542578,12505
query,1508946840.8665023,1508946840.951314,83
query,1508946840.9513178,1508946841.103489,8769
query,1508946841.1034925,1508946841.2216456,3850
query,1508946841.2216494,1508946841.4017746,8347
query,1508946841.401779,1508946841.774483,10268
query,1508946841.7744865,1508946842.0812368,11095
query,1508946842.081241,1508946842.7040014,17307
query,1508946842.7040057,1508946842.99112,7329
query,1508946842.9911237,1508946843.035242,1
query,1508946843.0352454,1508946843.1734772,5231
query,1508946843.173482,1508946843.2998872,2885
query,1508946843.2998912,1508946843.3768475,1492
query,1508946843.3768516,1508946843.4859285,4577
query,1508946843.4859335,1508946843.7562532,6527
query,1508946843.7562573,1508946843.7955668,0
query,1508946843.7955709,1508946844.2030597,13196
query,1508946844.2030632,1508946844.8589623,19652
query,1508946844.858966,1508946844.9144163,32
query,1508946844.91442,1508946844.9713516,1157
query,1508946844.9713902,1508946845.2415884,6056
query,1508946845.2536654,1508946845.5847797,9109
query,1508946845.5847833,1508946845.6482024,1110
query,1508946845.648207,1508946845.8165257,5429
query,1508946845.8165293,1508946846.23266,19429
query,1508946846.2326639,1508946846.430942,7975
query,1508946846.4309456,1508946846.5736485,4519
query,1508946846.5736525,1508946846.5856385,0
query,1508946846.5856423,1508946846.6467075,136
query,1508946846.6467116,1508946846.8647604,6841
query,1508946846.8647652,1508946846.9483166,2260
query,1508946846.9483206,1508946846.9715354,30
query,1508946846.9715393,1508946847.3136077,12063
query,1508946847.3136117,1508946847.3438413,676
query,1508946847.343845,1508946847.6053061,9712
query,1508946847.6053107,1508946847.8668692,13520
query,1508946847.8668725,1508946848.0605707,11069
query,1508946848.0605748,1508946848.074786,1
query,1508946848.0747905,1508946848.0849938,0
query,1508946848.084997,1508946848.2418573,5013
query,1508946848.2419004,1508946848.5432646,9973
query,1508946848.5551817,1508946848.5795407,261
query,1508946848.5795445,1508946848.6039395,0
query,1508946848.6039436,1508946848.8029664,7568
query,1508946848.8029697,1508946848.938448,5081
query,1508946848.9384522,1508946848.9877825,1520
query,1508946848.987786,1508946849.002312,0
query,1508946849.0023155,1508946849.054984,548
query,1508946849.0549872,1508946849.475241,16594
query,1508946849.4752445,1508946849.5473807,126
query,1508946849.5473843,1508946849.5774422,5
query,1508946849.577446,1508946849.6622045,4202
query,1508946849.6622086,1508946849.7128744,2
query,1508946849.712878,1508946849.8230095,4266
query,1508946849.8230135,1508946850.0498672,7446
