tables,1509213775.786165,1509215081.1824713
query,1509215081.1828272,1509215081.3125098,2754
query,1509215081.3271751,1509215081.6119552,3805
query,1509215081.6119587,1509215081.644735,750
query,1509215081.6447382,1509215081.673934,534
query,1509215081.673937,1509215081.7592971,2975
query,1509215081.759301,1509215081.7847056,403
query,1509215081.784709,1509215081.805354,11
query,1509215081.8053572,1509215081.9463496,1610
query,1509215081.9463532,1509215081.9700212,196
query,1509215081.9700248,1509215082.001671,241
query,1509215082.0016742,1509215082.0087833,0
query,1509215082.0087862,1509215082.0353236,25
query,1509215082.0353267,1509215082.1037343,2320
query,1509215082.1037376,1509215082.1859505,1609
query,1509215082.1859539,1509215082.2166748,1554
query,1509215082.2166781,1509215082.2377386,661
query,1509215082.2377417,1509215082.297784,2418
query,1509215082.2977872,1509215082.4274926,3970
query,1509215082.427497,1509215082.5459092,1610
query,1509215082.5459125,1509215082.5704124,223
query,1509215082.5704527,1509215082.6221492,1322
query,1509215082.6347528,1509215082.7259746,1610
query,1509215082.7259781,1509215082.7496903,21
query,1509215082.7496936,1509215082.9722953,3976
query,1509215082.9722996,1509215083.045803,1609
query,1509215083.0458071,1509215083.0684571,26
query,1509215083.0684607,1509215083.1637924,2997
query,1509215083.1637971,1509215083.18747,42
query,1509215083.1874733,1509215083.207358,83
query,1509215083.2073615,1509215083.2420342,2078
query,1509215083.2420378,1509215083.2960148,1824
query,1509215083.2960186,1509215083.3234494,623
query,1509215083.3234527,1509215083.3864388,2243
query,1509215083.3864424,1509215083.4590356,2461
query,1509215083.459039,1509215083.4837706,648
query,1509215083.483774,1509215083.5710564,1611
query,1509215083.57106,1509215083.5978096,199
query,1509215083.5978136,1509215083.7327368,3904
query,1509215083.7327406,1509215083.8086743,1595
query,1509215083.808678,1509215083.8317647,1670
query,1509215083.8318038,1509215083.8559327,1173
query,1509215083.8687394,1509215084.0202458,6172
query,1509215084.02025,1509215084.0559757,1315
query,1509215084.0559802,1509215084.0739892,710
query,1509215084.0739923,1509215084.1566982,1610
query,1509215084.1567016,1509215084.2460873,1611
query,1509215084.2460916,1509215084.267183,529
query,1509215084.2671869,1509215084.2895281,712
query,1509215084.2895315,1509215084.3070738,134
query,1509215084.3070776,1509215084.3796442,1599
query,1509215084.379648,1509215084.4543686,3580
query,1509215084.4543726,1509215084.4634995,1
query,1509215084.4635024,1509215084.5437756,3861
query,1509215084.5437799,1509215084.5628932,1013
query,1509215084.5628963,1509215084.5688243,1
query,1509215084.568827,1509215084.5941055,1532
query,1509215084.594109,1509215084.6546328,3001
query,1509215084.6546373,1509215084.660849,1
query,1509215084.660852,1509215084.6655204,0
query,1509215084.6655233,1509215084.684777,897
query,1509215084.6848366,1509215084.7482572,1604
query,1509215084.761195,1509215084.8191996,2333
query,1509215084.8192034,1509215084.8484435,1012
query,1509215084.8484466,1509215084.9145346,2266
query,1509215084.914538,1509215084.9921083,3775
query,1509215084.9921114,1509215085.0112314,616
query,1509215085.0112348,1509215085.1234164,3955
query,1509215085.12342,1509215085.1487281,1409
query,1509215085.1487317,1509215085.1654215,1009
query,1509215085.1654248,1509215085.244972,3721
